8331, MenuBar, LOC, 392.0, 8330, 
10174, EncryptedMindMapNode, TCC, 0.0571428571428571, 9983, 
10174, EncryptedMindMapNode, ATFD, 4.0, 9983, 
10174, EncryptedMindMapNode, FANOUT, 10.0, 9983, 
10174, EncryptedMindMapNode, NOCS, 0.0, 9983, 
10174, EncryptedMindMapNode, NIM, 111.0, 9983, 
10174, EncryptedMindMapNode, LCOM5, 0.943965517241379, 9983, 
10174, EncryptedMindMapNode, NOAM, 8.0, 9983, 
10174, EncryptedMindMapNode, CBO, 32.0, 9983, 
10174, EncryptedMindMapNode, WOC, 0.681818181818182, 9983, 
10174, EncryptedMindMapNode, DIT, 3.0, 9983, 
10174, EncryptedMindMapNode, NOPA, 0.0, 9983, 
10174, EncryptedMindMapNode, NOC, 0.0, 9983, 
10174, EncryptedMindMapNode, CFNAMM, 1214.0, 9983, 
10174, EncryptedMindMapNode, NMO, 12.0, 9983, 
10205, MindMapArrowLinkModel, LOC, 66.0, 9983, 
10205, MindMapArrowLinkModel, NOMNAMM, 5.0, 9983, 
10205, MindMapArrowLinkModel, NOM, 5.0, 9983, 
10205, MindMapArrowLinkModel, WMCNAMM, 18.0, 9983, 
10205, MindMapArrowLinkModel, WMC, 18.0, 9983, 
10205, MindMapArrowLinkModel, NOA, 0.0, 9983, 
10205, MindMapArrowLinkModel, LOCNAMM, 66.0, 9983, 
10205, MindMapArrowLinkModel, AMWNAMM, 3.6, 9983, 
10205, MindMapArrowLinkModel, RFC, 60.0, 9983, 
10205, MindMapArrowLinkModel, NOII, 0.0, 9983, 
10205, MindMapArrowLinkModel, AMW, 3.6, 9983, 
10205, MindMapArrowLinkModel, TCC, 0.0, 9983, 
10205, MindMapArrowLinkModel, ATFD, 0.0, 9983, 
10205, MindMapArrowLinkModel, FANOUT, 3.0, 9983, 
10205, MindMapArrowLinkModel, NOCS, 0.0, 9983, 
10205, MindMapArrowLinkModel, NIM, 42.0, 9983, 
10205, MindMapArrowLinkModel, LCOM5, 0.0, 9983, 
10205, MindMapArrowLinkModel, NOAM, 0.0, 9983, 
10205, MindMapArrowLinkModel, CBO, 11.0, 9983, 
10205, MindMapArrowLinkModel, WOC, 1.0, 9983, 
10205, MindMapArrowLinkModel, DIT, 4.0, 9983, 
10205, MindMapArrowLinkModel, NOPA, 0.0, 9983, 
10205, MindMapArrowLinkModel, NOC, 0.0, 9983, 
10205, MindMapArrowLinkModel, CFNAMM, 61.0, 9983, 
10205, MindMapArrowLinkModel, NMO, 2.0, 9983, 
10211, MindMapPopupMenu, LOC, 27.0, 9983, 
10211, MindMapPopupMenu, NOMNAMM, 2.0, 9983, 
10211, MindMapPopupMenu, NOM, 2.0, 9983, 
10211, MindMapPopupMenu, WMCNAMM, 3.0, 9983, 
10211, MindMapPopupMenu, WMC, 3.0, 9983, 
10211, MindMapPopupMenu, NOA, 3.0, 9983, 
10211, MindMapPopupMenu, LOCNAMM, 27.0, 9983, 
10211, MindMapPopupMenu, AMWNAMM, 1.5, 9983, 
10211, MindMapPopupMenu, RFC, 13.0, 9983, 
10211, MindMapPopupMenu, NOII, 0.0, 9983, 
10211, MindMapPopupMenu, AMW, 1.5, 9983, 
10211, MindMapPopupMenu, TCC, 1.0, 9983, 
10211, MindMapPopupMenu, ATFD, 0.0, 9983, 
10211, MindMapPopupMenu, FANOUT, 4.0, 9983, 
10211, MindMapPopupMenu, NOCS, 0.0, 9983, 
10211, MindMapPopupMenu, NIM, 569.0, 9983, 
10211, MindMapPopupMenu, LCOM5, 1.33333333333333, 9983, 
10211, MindMapPopupMenu, NOAM, 0.0, 9983, 
10211, MindMapPopupMenu, CBO, 5.0, 9983, 
10211, MindMapPopupMenu, WOC, 1.0, 9983, 
10211, MindMapPopupMenu, DIT, 6.0, 9983, 
10211, MindMapPopupMenu, NOPA, 0.0, 9983, 
10211, MindMapPopupMenu, NOC, 0.0, 9983, 
10211, MindMapPopupMenu, CFNAMM, 29.0, 9983, 
10211, MindMapPopupMenu, NMO, 0.0, 9983, 
10214, JAutoScrollBarPane, LOC, 46.0, 9983, 
10214, JAutoScrollBarPane, NOMNAMM, 3.0, 9983, 
10214, JAutoScrollBarPane, NOM, 3.0, 9983, 
10214, JAutoScrollBarPane, WMCNAMM, 10.0, 9983, 
10214, JAutoScrollBarPane, WMC, 10.0, 9983, 
10214, JAutoScrollBarPane, NOA, 0.0, 9983, 
10214, JAutoScrollBarPane, LOCNAMM, 46.0, 9983, 
10214, JAutoScrollBarPane, AMWNAMM, 3.33333333333333, 9983, 
10214, JAutoScrollBarPane, RFC, 3.0, 9983, 
10214, JAutoScrollBarPane, NOII, 0.0, 9983, 
10214, JAutoScrollBarPane, AMW, 3.33333333333333, 9983, 
10214, JAutoScrollBarPane, TCC, 0.0, 9983, 
10214, JAutoScrollBarPane, ATFD, 0.0, 9983, 
10214, JAutoScrollBarPane, FANOUT, 0.0, 9983, 
10214, JAutoScrollBarPane, NOCS, 0.0, 9983, 
10214, JAutoScrollBarPane, NIM, 547.0, 9983, 
10214, JAutoScrollBarPane, LCOM5, 0.0, 9983, 
10214, JAutoScrollBarPane, NOAM, 0.0, 9983, 
10214, JAutoScrollBarPane, CBO, 0.0, 9983, 
10214, JAutoScrollBarPane, WOC, 1.0, 9983, 
10214, JAutoScrollBarPane, DIT, 5.0, 9983, 
10214, JAutoScrollBarPane, NOPA, 0.0, 9983, 
10214, JAutoScrollBarPane, NOC, 0.0, 9983, 
10214, JAutoScrollBarPane, CFNAMM, 0.0, 9983, 
10214, JAutoScrollBarPane, NMO, 2.0, 9983, 
10218, MindMapHTMLWriter, LOC, 675.0, 9983, 
10218, MindMapHTMLWriter, NOMNAMM, 16.0, 9983, 
10218, MindMapHTMLWriter, NOM, 16.0, 9983, 
10218, MindMapHTMLWriter, WMCNAMM, 76.0, 9983, 
10218, MindMapHTMLWriter, WMC, 76.0, 9983, 
10218, MindMapHTMLWriter, NOA, 5.0, 9983, 
10218, MindMapHTMLWriter, LOCNAMM, 675.0, 9983, 
10218, MindMapHTMLWriter, AMWNAMM, 4.75, 9983, 
10218, MindMapHTMLWriter, RFC, 38.0, 9983, 
10218, MindMapHTMLWriter, NOII, 0.0, 9983, 
10218, MindMapHTMLWriter, AMW, 4.75, 9983, 
10218, MindMapHTMLWriter, TCC, 0.333333333333333, 9983, 
10218, MindMapHTMLWriter, ATFD, 5.0, 9983, 
10218, MindMapHTMLWriter, FANOUT, 6.0, 9983, 
10218, MindMapHTMLWriter, NOCS, 0.0, 9983, 
10218, MindMapHTMLWriter, NIM, 0.0, 9983, 
10218, MindMapHTMLWriter, LCOM5, 0.8, 9983, 
10218, MindMapHTMLWriter, NOAM, 0.0, 9983, 
10218, MindMapHTMLWriter, CBO, 6.0, 9983, 
10218, MindMapHTMLWriter, WOC, 0.0, 9983, 
10218, MindMapHTMLWriter, DIT, 1.0, 9983, 
10218, MindMapHTMLWriter, NOPA, 0.0, 9983, 
10218, MindMapHTMLWriter, NOC, 0.0, 9983, 
10218, MindMapHTMLWriter, CFNAMM, 356.0, 9983, 
10218, MindMapHTMLWriter, NMO, 0.0, 9983, 
10235, MindMapMode, LOC, 55.0, 9983, 
10235, MindMapMode, NOMNAMM, 6.0, 9983, 
10235, MindMapMode, NOM, 8.0, 9983, 
10235, MindMapMode, WMCNAMM, 8.0, 9983, 
10235, MindMapMode, WMC, 10.0, 9983, 
10235, MindMapMode, NOA, 5.0, 9983, 
10235, MindMapMode, LOCNAMM, 45.0, 9983, 
10235, MindMapMode, AMWNAMM, 1.33333333333333, 9983, 
10235, MindMapMode, RFC, 23.0, 9983, 
10235, MindMapMode, NOII, 0.0, 9983, 
10235, MindMapMode, AMW, 1.25, 9983, 
10235, MindMapMode, TCC, 0.238095238095238, 9983, 
10235, MindMapMode, ATFD, 2.0, 9983, 
10235, MindMapMode, FANOUT, 5.0, 9983, 
10235, MindMapMode, NOCS, 0.0, 9983, 
10235, MindMapMode, NIM, 8.0, 9983, 
10235, MindMapMode, LCOM5, 0.885714285714286, 9983, 
10235, MindMapMode, NOAM, 2.0, 9983, 
10235, MindMapMode, CBO, 5.0, 9983, 
10235, MindMapMode, WOC, 0.75, 9983, 
10235, MindMapMode, DIT, 2.0, 9983, 
10235, MindMapMode, NOPA, 0.0, 9983, 
10235, MindMapMode, NOC, 0.0, 9983, 
10235, MindMapMode, CFNAMM, 48.0, 9983, 
10235, MindMapMode, NMO, 1.0, 9983, 
10244, MindMapXMLElement, LOC, 72.0, 9983, 
10244, MindMapXMLElement, NOMNAMM, 9.0, 9983, 
10244, MindMapXMLElement, NOM, 9.0, 9983, 
10244, MindMapXMLElement, WMCNAMM, 12.0, 9983, 
10244, MindMapXMLElement, WMC, 12.0, 9983, 
10244, MindMapXMLElement, NOA, 1.0, 9983, 
10244, MindMapXMLElement, LOCNAMM, 72.0, 9983, 
10244, MindMapXMLElement, AMWNAMM, 1.33333333333333, 9983, 
10244, MindMapXMLElement, RFC, 198.0, 9983, 
10244, MindMapXMLElement, NOII, 0.0, 9983, 
10244, MindMapXMLElement, AMW, 1.33333333333333, 9983, 
10244, MindMapXMLElement, TCC, 0.0, 9983, 
10244, MindMapXMLElement, ATFD, 1.0, 9983, 
10244, MindMapXMLElement, FANOUT, 7.0, 9983, 
10244, MindMapXMLElement, NOCS, 0.0, 9983, 
10244, MindMapXMLElement, NIM, 99.0, 9983, 
10244, MindMapXMLElement, LCOM5, 1.0, 9983, 
10244, MindMapXMLElement, NOAM, 0.0, 9983, 
10244, MindMapXMLElement, CBO, 34.0, 9983, 
10244, MindMapXMLElement, WOC, 1.0, 9983, 
10244, MindMapXMLElement, DIT, 3.0, 9983, 
10244, MindMapXMLElement, NOPA, 0.0, 9983, 
10244, MindMapXMLElement, NOC, 0.0, 9983, 
10244, MindMapXMLElement, CFNAMM, 126.0, 9983, 
10244, MindMapXMLElement, NMO, 1.0, 9983, 
10254, MindMapNodeModel, LOC, 193.0, 9983, 
10254, MindMapNodeModel, NOMNAMM, 10.0, 9983, 
10254, MindMapNodeModel, NOM, 10.0, 9983, 
10254, MindMapNodeModel, WMCNAMM, 35.0, 9983, 
10254, MindMapNodeModel, WMC, 35.0, 9983, 
10254, MindMapNodeModel, NOA, 0.0, 9983, 
10254, MindMapNodeModel, LOCNAMM, 193.0, 9983, 
10254, MindMapNodeModel, AMWNAMM, 3.5, 9983, 
10254, MindMapNodeModel, RFC, 195.0, 9983, 
10254, MindMapNodeModel, NOII, 0.0, 9983, 
10254, MindMapNodeModel, AMW, 3.5, 9983, 
10254, MindMapNodeModel, TCC, 0.0, 9983, 
10254, MindMapNodeModel, ATFD, 0.0, 9983, 
10254, MindMapNodeModel, FANOUT, 2.0, 9983, 
10254, MindMapNodeModel, NOCS, 0.0, 9983, 
10254, MindMapNodeModel, NIM, 115.0, 9983, 
10254, MindMapNodeModel, LCOM5, 0.0, 9983, 
10254, MindMapNodeModel, NOAM, 0.0, 9983, 
10254, MindMapNodeModel, CBO, 30.0, 9983, 
10254, MindMapNodeModel, WOC, 1.0, 9983, 
10254, MindMapNodeModel, DIT, 2.0, 9983, 
10254, MindMapNodeModel, NOPA, 0.0, 9983, 
10254, MindMapNodeModel, NOC, 1.0, 9983, 
10254, MindMapNodeModel, CFNAMM, 142.0, 9983, 
10254, MindMapNodeModel, NMO, 1.0, 9983, 
10265, MindMapCloudModel, LOC, 7.0, 9983, 
10265, MindMapCloudModel, NOMNAMM, 1.0, 9983, 
10265, MindMapCloudModel, NOM, 1.0, 9983, 
10265, MindMapCloudModel, WMCNAMM, 1.0, 9983, 
10265, MindMapCloudModel, WMC, 1.0, 9983, 
10265, MindMapCloudModel, NOA, 0.0, 9983, 
10265, MindMapCloudModel, LOCNAMM, 7.0, 9983, 
10265, MindMapCloudModel, AMWNAMM, 1.0, 9983, 
10265, MindMapCloudModel, RFC, 42.0, 9983, 
10265, MindMapCloudModel, NOII, 0.0, 9983, 
10265, MindMapCloudModel, AMW, 1.0, 9983, 
10265, MindMapCloudModel, TCC, 1.0, 9983, 
10265, MindMapCloudModel, ATFD, 0.0, 9983, 
10265, MindMapCloudModel, FANOUT, 0.0, 9983, 
10265, MindMapCloudModel, NOCS, 0.0, 9983, 
10265, MindMapCloudModel, NIM, 30.0, 9983, 
10265, MindMapCloudModel, LCOM5, 0.0, 9983, 
10265, MindMapCloudModel, NOAM, 0.0, 9983, 
10265, MindMapCloudModel, CBO, 9.0, 9983, 
10265, MindMapCloudModel, WOC, 1.0, 9983, 
10265, MindMapCloudModel, DIT, 3.0, 9983, 
10265, MindMapCloudModel, NOPA, 0.0, 9983, 
10265, MindMapCloudModel, NOC, 0.0, 9983, 
10265, MindMapCloudModel, CFNAMM, 3.0, 9983, 
10265, MindMapCloudModel, NMO, 0.0, 9983, 
10267, MindMapEdgeModel, LOC, 7.0, 9983, 
10267, MindMapEdgeModel, NOMNAMM, 1.0, 9983, 
10267, MindMapEdgeModel, NOM, 1.0, 9983, 
10267, MindMapEdgeModel, WMCNAMM, 1.0, 9983, 
10267, MindMapEdgeModel, WMC, 1.0, 9983, 
10267, MindMapEdgeModel, NOA, 0.0, 9983, 
10267, MindMapEdgeModel, LOCNAMM, 7.0, 9983, 
10267, MindMapEdgeModel, AMWNAMM, 1.0, 9983, 
10267, MindMapEdgeModel, RFC, 43.0, 9983, 
10267, MindMapEdgeModel, NOII, 0.0, 9983, 
10267, MindMapEdgeModel, AMW, 1.0, 9983, 
10267, MindMapEdgeModel, TCC, 1.0, 9983, 
10267, MindMapEdgeModel, ATFD, 0.0, 9983, 
10267, MindMapEdgeModel, FANOUT, 0.0, 9983, 
10267, MindMapEdgeModel, NOCS, 0.0, 9983, 
10267, MindMapEdgeModel, NIM, 29.0, 9983, 
10267, MindMapEdgeModel, LCOM5, 0.0, 9983, 
10267, MindMapEdgeModel, NOAM, 0.0, 9983, 
10267, MindMapEdgeModel, CBO, 9.0, 9983, 
10267, MindMapEdgeModel, WOC, 1.0, 9983, 
10267, MindMapEdgeModel, DIT, 3.0, 9983, 
10267, MindMapEdgeModel, NOPA, 0.0, 9983, 
10267, MindMapEdgeModel, NOC, 0.0, 9983, 
10267, MindMapEdgeModel, CFNAMM, 3.0, 9983, 
10267, MindMapEdgeModel, NMO, 0.0, 9983, 
10269, MindMapMapModel, LOC, 627.0, 9983, 
10269, MindMapMapModel, NOMNAMM, 25.0, 9983, 
10269, MindMapMapModel, NOM, 26.0, 9983, 
10269, MindMapMapModel, WMCNAMM, 68.0, 9983, 
10269, MindMapMapModel, WMC, 69.0, 9983, 
10269, MindMapMapModel, NOA, 7.0, 9983, 
10269, MindMapMapModel, LOCNAMM, 622.0, 9983, 
10269, MindMapMapModel, AMWNAMM, 2.72, 9983, 
10269, MindMapMapModel, RFC, 115.0, 9983, 
10269, MindMapMapModel, NOII, 0.0, 9983, 
10269, MindMapMapModel, AMW, 2.65384615384615, 9983, 
10269, MindMapMapModel, TCC, 0.00476190476190476, 9983, 
10269, MindMapMapModel, ATFD, 7.0, 9983, 
10269, MindMapMapModel, FANOUT, 22.0, 9983, 
10269, MindMapMapModel, NOCS, 7.0, 9983, 
10269, MindMapMapModel, NIM, 57.0, 9983, 
10269, MindMapMapModel, LCOM5, 0.988571428571429, 9983, 
10269, MindMapMapModel, NOAM, 1.0, 9983, 
10269, MindMapMapModel, CBO, 21.0, 9983, 
10269, MindMapMapModel, WOC, 0.826086956521739, 9983, 
10269, MindMapMapModel, DIT, 3.0, 9983, 
10269, MindMapMapModel, NOPA, 3.0, 9983, 
10269, MindMapMapModel, NOC, 0.0, 9983, 
10269, MindMapMapModel, CFNAMM, 1941.0, 9983, 
10269, MindMapMapModel, NMO, 9.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, LOC, 5.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, NOMNAMM, 1.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, NOM, 1.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, WMCNAMM, 1.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, WMC, 1.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, NOA, 0.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, LOCNAMM, 5.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, AMWNAMM, 1.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, RFC, 2.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, NOII, 1.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, AMW, 1.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, TCC, 1.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, ATFD, 0.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, FANOUT, 1.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, NOCS, 0.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, NIM, 0.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, LCOM5, 0.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, NOAM, 0.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, CBO, 1.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, DIT, 1.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, NOPA, 0.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, CFNAMM, 4.0, 9983, 
10296, freemind.modes.mindmapmode.MindMapMapModel$1, NMO, 0.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, LOC, 16.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, NOMNAMM, 3.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, NOM, 3.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, WMCNAMM, 3.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, WMC, 3.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, NOA, 1.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, LOCNAMM, 16.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, AMWNAMM, 1.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, RFC, 3.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, NOII, 1.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, AMW, 1.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, TCC, 1.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, ATFD, 0.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, FANOUT, 0.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, NOCS, 0.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, NIM, 0.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, LCOM5, 0.5, 9983, 
10299, MindMapMapModel.StringReaderCreator, NOAM, 0.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, CBO, 0.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, WOC, 1.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, DIT, 1.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, NOPA, 0.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, NOC, 0.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, CFNAMM, 0.0, 9983, 
10299, MindMapMapModel.StringReaderCreator, NMO, 1.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, LOC, 15.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, NOMNAMM, 3.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, NOM, 3.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, WMCNAMM, 3.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, WMC, 3.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, NOA, 1.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, LOCNAMM, 15.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, AMWNAMM, 1.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, RFC, 4.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, NOII, 1.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, AMW, 1.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, TCC, 1.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, ATFD, 0.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, FANOUT, 1.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, NOCS, 0.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, NIM, 0.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, LCOM5, 0.5, 9983, 
10303, MindMapMapModel.FileReaderCreator, NOAM, 0.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, CBO, 1.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, WOC, 1.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, DIT, 1.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, NOPA, 0.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, NOC, 0.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, CFNAMM, 6.0, 9983, 
10303, MindMapMapModel.FileReaderCreator, NMO, 1.0, 9983, 
10307, MindMapMapModel.ReaderCreator, LOC, 3.0, 9983, 
10307, MindMapMapModel.ReaderCreator, NOMNAMM, 1.0, 9983, 
10307, MindMapMapModel.ReaderCreator, NOM, 1.0, 9983, 
10307, MindMapMapModel.ReaderCreator, WMCNAMM, 1.0, 9983, 
10307, MindMapMapModel.ReaderCreator, WMC, 1.0, 9983, 
10307, MindMapMapModel.ReaderCreator, NOA, 0.0, 9983, 
10307, MindMapMapModel.ReaderCreator, LOCNAMM, 3.0, 9983, 
10307, MindMapMapModel.ReaderCreator, AMWNAMM, 1.0, 9983, 
10307, MindMapMapModel.ReaderCreator, RFC, 1.0, 9983, 
10307, MindMapMapModel.ReaderCreator, NOII, 0.0, 9983, 
10307, MindMapMapModel.ReaderCreator, AMW, 1.0, 9983, 
10307, MindMapMapModel.ReaderCreator, TCC, 1.0, 9983, 
10307, MindMapMapModel.ReaderCreator, ATFD, 0.0, 9983, 
10307, MindMapMapModel.ReaderCreator, FANOUT, 0.0, 9983, 
10307, MindMapMapModel.ReaderCreator, NOCS, 0.0, 9983, 
10307, MindMapMapModel.ReaderCreator, LCOM5, 0.0, 9983, 
10307, MindMapMapModel.ReaderCreator, NOAM, 0.0, 9983, 
10307, MindMapMapModel.ReaderCreator, CBO, 0.0, 9983, 
10307, MindMapMapModel.ReaderCreator, WOC, 0.0, 9983, 
10307, MindMapMapModel.ReaderCreator, NOPA, 0.0, 9983, 
10307, MindMapMapModel.ReaderCreator, NOC, 0.0, 9983, 
10307, MindMapMapModel.ReaderCreator, CFNAMM, 0.0, 9983, 
10309, MindMapMapModel.LockManager, LOC, 89.0, 9983, 
10309, MindMapMapModel.LockManager, NOMNAMM, 7.0, 9983, 
10309, MindMapMapModel.LockManager, NOM, 7.0, 9983, 
10309, MindMapMapModel.LockManager, WMCNAMM, 19.0, 9983, 
10309, MindMapMapModel.LockManager, WMC, 19.0, 9983, 
10309, MindMapMapModel.LockManager, NOA, 5.0, 9983, 
10309, MindMapMapModel.LockManager, LOCNAMM, 89.0, 9983, 
10309, MindMapMapModel.LockManager, AMWNAMM, 2.71428571428571, 9983, 
10309, MindMapMapModel.LockManager, RFC, 10.0, 9983, 
10309, MindMapMapModel.LockManager, NOII, 0.0, 9983, 
10309, MindMapMapModel.LockManager, AMW, 2.71428571428571, 9983, 
10309, MindMapMapModel.LockManager, TCC, 0.5, 9983, 
10309, MindMapMapModel.LockManager, ATFD, 1.0, 9983, 
10309, MindMapMapModel.LockManager, FANOUT, 2.0, 9983, 
10309, MindMapMapModel.LockManager, NOCS, 0.0, 9983, 
10309, MindMapMapModel.LockManager, NIM, 3.0, 9983, 
10309, MindMapMapModel.LockManager, LCOM5, 0.866666666666667, 9983, 
10309, MindMapMapModel.LockManager, NOAM, 0.0, 9983, 
10309, MindMapMapModel.LockManager, CBO, 2.0, 9983, 
10309, MindMapMapModel.LockManager, WOC, 1.0, 9983, 
10309, MindMapMapModel.LockManager, DIT, 2.0, 9983, 
10309, MindMapMapModel.LockManager, NOPA, 0.0, 9983, 
10309, MindMapMapModel.LockManager, NOC, 1.0, 9983, 
10309, MindMapMapModel.LockManager, CFNAMM, 24.0, 9983, 
10309, MindMapMapModel.LockManager, NMO, 0.0, 9983, 
10318, MindMapMapModel.DummyLockManager, LOC, 13.0, 9983, 
10318, MindMapMapModel.DummyLockManager, NOMNAMM, 5.0, 9983, 
10318, MindMapMapModel.DummyLockManager, NOM, 5.0, 9983, 
10318, MindMapMapModel.DummyLockManager, WMCNAMM, 5.0, 9983, 
10318, MindMapMapModel.DummyLockManager, WMC, 5.0, 9983, 
10318, MindMapMapModel.DummyLockManager, NOA, 0.0, 9983, 
10318, MindMapMapModel.DummyLockManager, LOCNAMM, 13.0, 9983, 
10318, MindMapMapModel.DummyLockManager, AMWNAMM, 1.0, 9983, 
10318, MindMapMapModel.DummyLockManager, RFC, 8.0, 9983, 
10318, MindMapMapModel.DummyLockManager, NOII, 0.0, 9983, 
10318, MindMapMapModel.DummyLockManager, AMW, 1.0, 9983, 
10318, MindMapMapModel.DummyLockManager, TCC, 0.0, 9983, 
10318, MindMapMapModel.DummyLockManager, ATFD, 0.0, 9983, 
10318, MindMapMapModel.DummyLockManager, FANOUT, 0.0, 9983, 
10318, MindMapMapModel.DummyLockManager, NOCS, 0.0, 9983, 
10318, MindMapMapModel.DummyLockManager, NIM, 5.0, 9983, 
10318, MindMapMapModel.DummyLockManager, LCOM5, 0.0, 9983, 
10318, MindMapMapModel.DummyLockManager, NOAM, 0.0, 9983, 
10318, MindMapMapModel.DummyLockManager, CBO, 1.0, 9983, 
10318, MindMapMapModel.DummyLockManager, WOC, 1.0, 9983, 
10318, MindMapMapModel.DummyLockManager, DIT, 3.0, 9983, 
10318, MindMapMapModel.DummyLockManager, NOPA, 0.0, 9983, 
10318, MindMapMapModel.DummyLockManager, NOC, 0.0, 9983, 
10318, MindMapMapModel.DummyLockManager, CFNAMM, 0.0, 9983, 
10318, MindMapMapModel.DummyLockManager, NMO, 5.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, LOC, 62.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, NOMNAMM, 2.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, NOM, 2.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, WMCNAMM, 6.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, WMC, 6.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, NOA, 6.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, LOCNAMM, 62.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, AMWNAMM, 3.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, RFC, 6.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, NOII, 0.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, AMW, 3.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, TCC, 1.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, ATFD, 1.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, FANOUT, 3.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, NOCS, 1.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, NIM, 3.0, 9983, 
10325, MindMapMapModel.DoAutomaticSave, LCOM5, 1.66666666666667, 9983, 
