15562, Field, LOC, 21.0, 15561, 
15609, Attribute_Exceptions, WOC, 0.333333333333333, 15561, 
15609, Attribute_Exceptions, DIT, 2.0, 15561, 
15609, Attribute_Exceptions, NOPA, 2.0, 15561, 
15609, Attribute_Exceptions, NOC, 0.0, 15561, 
15609, Attribute_Exceptions, CFNAMM, 3.0, 15561, 
15609, Attribute_Exceptions, NMO, 0.0, 15561, 
15611, Constant_InterfaceMethodref, LOC, 14.0, 15561, 
15611, Constant_InterfaceMethodref, NOMNAMM, 2.0, 15561, 
15611, Constant_InterfaceMethodref, NOM, 2.0, 15561, 
15611, Constant_InterfaceMethodref, WMCNAMM, 2.0, 15561, 
15611, Constant_InterfaceMethodref, WMC, 2.0, 15561, 
15611, Constant_InterfaceMethodref, NOA, 2.0, 15561, 
15611, Constant_InterfaceMethodref, LOCNAMM, 14.0, 15561, 
15611, Constant_InterfaceMethodref, AMWNAMM, 1.0, 15561, 
15611, Constant_InterfaceMethodref, RFC, 3.0, 15561, 
15611, Constant_InterfaceMethodref, NOII, 0.0, 15561, 
15611, Constant_InterfaceMethodref, AMW, 1.0, 15561, 
15611, Constant_InterfaceMethodref, TCC, 1.0, 15561, 
15611, Constant_InterfaceMethodref, ATFD, 0.0, 15561, 
15611, Constant_InterfaceMethodref, FANOUT, 0.0, 15561, 
15611, Constant_InterfaceMethodref, NOCS, 0.0, 15561, 
15611, Constant_InterfaceMethodref, NIM, 0.0, 15561, 
15611, Constant_InterfaceMethodref, LCOM5, 1.0, 15561, 
15611, Constant_InterfaceMethodref, NOAM, 0.0, 15561, 
15611, Constant_InterfaceMethodref, CBO, 2.0, 15561, 
15611, Constant_InterfaceMethodref, WOC, 0.5, 15561, 
15611, Constant_InterfaceMethodref, DIT, 2.0, 15561, 
15611, Constant_InterfaceMethodref, NOPA, 2.0, 15561, 
15611, Constant_InterfaceMethodref, NOC, 0.0, 15561, 
15611, Constant_InterfaceMethodref, CFNAMM, 5.0, 15561, 
15611, Constant_InterfaceMethodref, NMO, 1.0, 15561, 
15614, Attribute, LOC, 32.0, 15561, 
15614, Attribute, NOMNAMM, 2.0, 15561, 
15614, Attribute, NOM, 2.0, 15561, 
15614, Attribute, WMCNAMM, 2.0, 15561, 
15614, Attribute, WMC, 2.0, 15561, 
15614, Attribute, NOA, 5.0, 15561, 
15614, Attribute, LOCNAMM, 32.0, 15561, 
15614, Attribute, AMWNAMM, 1.0, 15561, 
15614, Attribute, RFC, 2.0, 15561, 
15614, Attribute, NOII, 0.0, 15561, 
15614, Attribute, AMW, 1.0, 15561, 
15614, Attribute, TCC, 1.0, 15561, 
15614, Attribute, ATFD, 0.0, 15561, 
15614, Attribute, FANOUT, 0.0, 15561, 
15614, Attribute, NOCS, 0.0, 15561, 
15614, Attribute, NIM, 0.0, 15561, 
15614, Attribute, LCOM5, 2.0, 15561, 
15614, Attribute, NOAM, 0.0, 15561, 
15614, Attribute, CBO, 1.0, 15561, 
15614, Attribute, WOC, 0.285714285714286, 15561, 
15614, Attribute, DIT, 1.0, 15561, 
15614, Attribute, NOPA, 5.0, 15561, 
15614, Attribute, NOC, 9.0, 15561, 
15614, Attribute, CFNAMM, 0.0, 15561, 
15614, Attribute, NMO, 0.0, 15561, 
15617, Constant_Fieldref, LOC, 14.0, 15561, 
15617, Constant_Fieldref, NOMNAMM, 2.0, 15561, 
15617, Constant_Fieldref, NOM, 2.0, 15561, 
15617, Constant_Fieldref, WMCNAMM, 2.0, 15561, 
15617, Constant_Fieldref, WMC, 2.0, 15561, 
15617, Constant_Fieldref, NOA, 2.0, 15561, 
15617, Constant_Fieldref, LOCNAMM, 14.0, 15561, 
15617, Constant_Fieldref, AMWNAMM, 1.0, 15561, 
15617, Constant_Fieldref, RFC, 3.0, 15561, 
15617, Constant_Fieldref, NOII, 0.0, 15561, 
15617, Constant_Fieldref, AMW, 1.0, 15561, 
15617, Constant_Fieldref, TCC, 1.0, 15561, 
15617, Constant_Fieldref, ATFD, 0.0, 15561, 
15617, Constant_Fieldref, FANOUT, 0.0, 15561, 
15617, Constant_Fieldref, NOCS, 0.0, 15561, 
15617, Constant_Fieldref, NIM, 0.0, 15561, 
15617, Constant_Fieldref, LCOM5, 1.0, 15561, 
15617, Constant_Fieldref, NOAM, 0.0, 15561, 
15617, Constant_Fieldref, CBO, 2.0, 15561, 
15617, Constant_Fieldref, WOC, 0.5, 15561, 
15617, Constant_Fieldref, DIT, 2.0, 15561, 
15617, Constant_Fieldref, NOPA, 2.0, 15561, 
15617, Constant_Fieldref, NOC, 0.0, 15561, 
15617, Constant_Fieldref, CFNAMM, 5.0, 15561, 
15617, Constant_Fieldref, NMO, 1.0, 15561, 
15620, Attribute_InnerClasses, LOC, 29.0, 15561, 
15620, Attribute_InnerClasses, NOMNAMM, 1.0, 15561, 
15620, Attribute_InnerClasses, NOM, 1.0, 15561, 
15620, Attribute_InnerClasses, WMCNAMM, 1.0, 15561, 
15620, Attribute_InnerClasses, WMC, 1.0, 15561, 
15620, Attribute_InnerClasses, NOA, 2.0, 15561, 
15620, Attribute_InnerClasses, LOCNAMM, 29.0, 15561, 
15620, Attribute_InnerClasses, AMWNAMM, 1.0, 15561, 
15620, Attribute_InnerClasses, RFC, 2.0, 15561, 
15620, Attribute_InnerClasses, NOII, 0.0, 15561, 
15620, Attribute_InnerClasses, AMW, 1.0, 15561, 
15620, Attribute_InnerClasses, TCC, 1.0, 15561, 
15620, Attribute_InnerClasses, ATFD, 0.0, 15561, 
15620, Attribute_InnerClasses, FANOUT, 0.0, 15561, 
15620, Attribute_InnerClasses, NOCS, 1.0, 15561, 
15620, Attribute_InnerClasses, NIM, 0.0, 15561, 
15620, Attribute_InnerClasses, LCOM5, 0.0, 15561, 
15620, Attribute_InnerClasses, NOAM, 0.0, 15561, 
15620, Attribute_InnerClasses, CBO, 2.0, 15561, 
15620, Attribute_InnerClasses, WOC, 0.333333333333333, 15561, 
15620, Attribute_InnerClasses, DIT, 2.0, 15561, 
15620, Attribute_InnerClasses, NOPA, 2.0, 15561, 
15620, Attribute_InnerClasses, NOC, 0.0, 15561, 
15620, Attribute_InnerClasses, CFNAMM, 3.0, 15561, 
15620, Attribute_InnerClasses, NMO, 0.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, LOC, 16.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, NOMNAMM, 1.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, NOM, 1.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, WMCNAMM, 1.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, WMC, 1.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, NOA, 4.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, LOCNAMM, 16.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, AMWNAMM, 1.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, RFC, 1.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, NOII, 0.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, AMW, 1.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, TCC, 1.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, ATFD, 0.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, FANOUT, 0.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, NOCS, 0.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, NIM, 0.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, LCOM5, 0.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, NOAM, 0.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, CBO, 0.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, WOC, 0.2, 15561, 
15622, Attribute_InnerClasses.InnerClass, DIT, 1.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, NOPA, 4.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, NOC, 0.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, CFNAMM, 0.0, 15561, 
15622, Attribute_InnerClasses.InnerClass, NMO, 0.0, 15561, 
15624, Attribute_Synthetic, LOC, 6.0, 15561, 
15624, Attribute_Synthetic, NOMNAMM, 1.0, 15561, 
15624, Attribute_Synthetic, NOM, 1.0, 15561, 
15624, Attribute_Synthetic, WMCNAMM, 1.0, 15561, 
15624, Attribute_Synthetic, WMC, 1.0, 15561, 
15624, Attribute_Synthetic, NOA, 0.0, 15561, 
15624, Attribute_Synthetic, LOCNAMM, 6.0, 15561, 
15624, Attribute_Synthetic, AMWNAMM, 1.0, 15561, 
15624, Attribute_Synthetic, RFC, 2.0, 15561, 
15624, Attribute_Synthetic, NOII, 0.0, 15561, 
15624, Attribute_Synthetic, AMW, 1.0, 15561, 
15624, Attribute_Synthetic, TCC, 1.0, 15561, 
15624, Attribute_Synthetic, ATFD, 0.0, 15561, 
15624, Attribute_Synthetic, FANOUT, 0.0, 15561, 
15624, Attribute_Synthetic, NOCS, 0.0, 15561, 
15624, Attribute_Synthetic, NIM, 0.0, 15561, 
15624, Attribute_Synthetic, LCOM5, 0.0, 15561, 
15624, Attribute_Synthetic, NOAM, 0.0, 15561, 
15624, Attribute_Synthetic, CBO, 2.0, 15561, 
15624, Attribute_Synthetic, WOC, 1.0, 15561, 
15624, Attribute_Synthetic, DIT, 2.0, 15561, 
15624, Attribute_Synthetic, NOPA, 0.0, 15561, 
15624, Attribute_Synthetic, NOC, 0.0, 15561, 
15624, Attribute_Synthetic, CFNAMM, 3.0, 15561, 
15624, Attribute_Synthetic, NMO, 0.0, 15561, 
15626, Constant_Utf8, LOC, 12.0, 15561, 
15626, Constant_Utf8, NOMNAMM, 2.0, 15561, 
15626, Constant_Utf8, NOM, 2.0, 15561, 
15626, Constant_Utf8, WMCNAMM, 2.0, 15561, 
15626, Constant_Utf8, WMC, 2.0, 15561, 
15626, Constant_Utf8, NOA, 1.0, 15561, 
15626, Constant_Utf8, LOCNAMM, 12.0, 15561, 
15626, Constant_Utf8, AMWNAMM, 1.0, 15561, 
15626, Constant_Utf8, RFC, 3.0, 15561, 
15626, Constant_Utf8, NOII, 0.0, 15561, 
15626, Constant_Utf8, AMW, 1.0, 15561, 
15626, Constant_Utf8, TCC, 1.0, 15561, 
15626, Constant_Utf8, ATFD, 0.0, 15561, 
15626, Constant_Utf8, FANOUT, 0.0, 15561, 
15626, Constant_Utf8, NOCS, 0.0, 15561, 
15626, Constant_Utf8, NIM, 0.0, 15561, 
15626, Constant_Utf8, LCOM5, 1.0, 15561, 
15626, Constant_Utf8, NOAM, 0.0, 15561, 
15626, Constant_Utf8, CBO, 2.0, 15561, 
15626, Constant_Utf8, WOC, 0.666666666666667, 15561, 
15626, Constant_Utf8, DIT, 2.0, 15561, 
15626, Constant_Utf8, NOPA, 1.0, 15561, 
15626, Constant_Utf8, NOC, 0.0, 15561, 
15626, Constant_Utf8, CFNAMM, 5.0, 15561, 
15626, Constant_Utf8, NMO, 1.0, 15561, 
15629, Constants, LOC, 1205.0, 15561, 
15629, Constants, NOMNAMM, 0.0, 15561, 
15629, Constants, NOM, 0.0, 15561, 
15629, Constants, WMCNAMM, 0.0, 15561, 
15629, Constants, WMC, 0.0, 15561, 
15629, Constants, NOA, 301.0, 15561, 
15629, Constants, LOCNAMM, 1205.0, 15561, 
15629, Constants, AMWNAMM, 0.0, 15561, 
15629, Constants, RFC, 0.0, 15561, 
15629, Constants, NOII, 0.0, 15561, 
15629, Constants, AMW, 0.0, 15561, 
15629, Constants, TCC, 1.0, 15561, 
15629, Constants, ATFD, 0.0, 15561, 
15629, Constants, FANOUT, 0.0, 15561, 
15629, Constants, NOCS, 0.0, 15561, 
15629, Constants, NIM, 0.0, 15561, 
15629, Constants, LCOM5, 0.0, 15561, 
15629, Constants, NOAM, 0.0, 15561, 
15629, Constants, CBO, 0.0, 15561, 
15629, Constants, WOC, 0.0, 15561, 
15629, Constants, DIT, 1.0, 15561, 
15629, Constants, NOPA, 301.0, 15561, 
15629, Constants, NOC, 0.0, 15561, 
15629, Constants, CFNAMM, 0.0, 15561, 
15629, Constants, NMO, 0.0, 15561, 
15630, Constant_Integer, LOC, 12.0, 15561, 
15630, Constant_Integer, NOMNAMM, 2.0, 15561, 
15630, Constant_Integer, NOM, 2.0, 15561, 
15630, Constant_Integer, WMCNAMM, 2.0, 15561, 
15630, Constant_Integer, WMC, 2.0, 15561, 
15630, Constant_Integer, NOA, 1.0, 15561, 
15630, Constant_Integer, LOCNAMM, 12.0, 15561, 
15630, Constant_Integer, AMWNAMM, 1.0, 15561, 
15630, Constant_Integer, RFC, 3.0, 15561, 
15630, Constant_Integer, NOII, 0.0, 15561, 
15630, Constant_Integer, AMW, 1.0, 15561, 
15630, Constant_Integer, TCC, 1.0, 15561, 
15630, Constant_Integer, ATFD, 0.0, 15561, 
15630, Constant_Integer, FANOUT, 0.0, 15561, 
15630, Constant_Integer, NOCS, 0.0, 15561, 
15630, Constant_Integer, NIM, 0.0, 15561, 
15630, Constant_Integer, LCOM5, 1.0, 15561, 
15630, Constant_Integer, NOAM, 0.0, 15561, 
15630, Constant_Integer, CBO, 2.0, 15561, 
15630, Constant_Integer, WOC, 0.666666666666667, 15561, 
15630, Constant_Integer, DIT, 2.0, 15561, 
15630, Constant_Integer, NOPA, 1.0, 15561, 
15630, Constant_Integer, NOC, 0.0, 15561, 
15630, Constant_Integer, CFNAMM, 5.0, 15561, 
15630, Constant_Integer, NMO, 1.0, 15561, 
15633, Method, LOC, 20.0, 15561, 
15633, Method, NOMNAMM, 1.0, 15561, 
15633, Method, NOM, 1.0, 15561, 
15633, Method, WMCNAMM, 1.0, 15561, 
15633, Method, WMC, 1.0, 15561, 
15633, Method, NOA, 5.0, 15561, 
15633, Method, LOCNAMM, 20.0, 15561, 
15633, Method, AMWNAMM, 1.0, 15561, 
15633, Method, RFC, 1.0, 15561, 
15633, Method, NOII, 0.0, 15561, 
15633, Method, AMW, 1.0, 15561, 
15633, Method, TCC, 1.0, 15561, 
15633, Method, ATFD, 0.0, 15561, 
15633, Method, FANOUT, 0.0, 15561, 
15633, Method, NOCS, 0.0, 15561, 
15633, Method, NIM, 0.0, 15561, 
15633, Method, LCOM5, 0.0, 15561, 
15633, Method, NOAM, 0.0, 15561, 
15633, Method, CBO, 1.0, 15561, 
15633, Method, WOC, 0.166666666666667, 15561, 
15633, Method, DIT, 1.0, 15561, 
15633, Method, NOPA, 5.0, 15561, 
15633, Method, NOC, 0.0, 15561, 
15633, Method, CFNAMM, 0.0, 15561, 
15633, Method, NMO, 0.0, 15561, 
15635, Constant_Class, LOC, 12.0, 15561, 
15635, Constant_Class, NOMNAMM, 2.0, 15561, 
15635, Constant_Class, NOM, 2.0, 15561, 
15635, Constant_Class, WMCNAMM, 2.0, 15561, 
15635, Constant_Class, WMC, 2.0, 15561, 
15635, Constant_Class, NOA, 1.0, 15561, 
15635, Constant_Class, LOCNAMM, 12.0, 15561, 
15635, Constant_Class, AMWNAMM, 1.0, 15561, 
15635, Constant_Class, RFC, 3.0, 15561, 
15635, Constant_Class, NOII, 0.0, 15561, 
15635, Constant_Class, AMW, 1.0, 15561, 
15635, Constant_Class, TCC, 1.0, 15561, 
15635, Constant_Class, ATFD, 0.0, 15561, 
15635, Constant_Class, FANOUT, 0.0, 15561, 
15635, Constant_Class, NOCS, 0.0, 15561, 
15635, Constant_Class, NIM, 0.0, 15561, 
15635, Constant_Class, LCOM5, 1.0, 15561, 
15635, Constant_Class, NOAM, 0.0, 15561, 
15635, Constant_Class, CBO, 2.0, 15561, 
15635, Constant_Class, WOC, 0.666666666666667, 15561, 
15635, Constant_Class, DIT, 2.0, 15561, 
15635, Constant_Class, NOPA, 1.0, 15561, 
15635, Constant_Class, NOC, 0.0, 15561, 
15635, Constant_Class, CFNAMM, 5.0, 15561, 
15635, Constant_Class, NMO, 1.0, 15561, 
15638, Attribute_ConstantValue, LOC, 7.0, 15561, 
15638, Attribute_ConstantValue, NOMNAMM, 1.0, 15561, 
15638, Attribute_ConstantValue, NOM, 1.0, 15561, 
15638, Attribute_ConstantValue, WMCNAMM, 1.0, 15561, 
15638, Attribute_ConstantValue, WMC, 1.0, 15561, 
15638, Attribute_ConstantValue, NOA, 1.0, 15561, 
15638, Attribute_ConstantValue, LOCNAMM, 7.0, 15561, 
15638, Attribute_ConstantValue, AMWNAMM, 1.0, 15561, 
15638, Attribute_ConstantValue, RFC, 2.0, 15561, 
15638, Attribute_ConstantValue, NOII, 0.0, 15561, 
15638, Attribute_ConstantValue, AMW, 1.0, 15561, 
15638, Attribute_ConstantValue, TCC, 1.0, 15561, 
15638, Attribute_ConstantValue, ATFD, 0.0, 15561, 
15638, Attribute_ConstantValue, FANOUT, 0.0, 15561, 
15638, Attribute_ConstantValue, NOCS, 0.0, 15561, 
15638, Attribute_ConstantValue, NIM, 0.0, 15561, 
15638, Attribute_ConstantValue, LCOM5, 0.0, 15561, 
15638, Attribute_ConstantValue, NOAM, 0.0, 15561, 
15638, Attribute_ConstantValue, CBO, 2.0, 15561, 
15638, Attribute_ConstantValue, WOC, 0.5, 15561, 
15638, Attribute_ConstantValue, DIT, 2.0, 15561, 
15638, Attribute_ConstantValue, NOPA, 1.0, 15561, 
15638, Attribute_ConstantValue, NOC, 0.0, 15561, 
15638, Attribute_ConstantValue, CFNAMM, 3.0, 15561, 
15638, Attribute_ConstantValue, NMO, 0.0, 15561, 
15640, Constant_NameAndType, LOC, 12.0, 15561, 
15640, Constant_NameAndType, NOMNAMM, 2.0, 15561, 
15640, Constant_NameAndType, NOM, 2.0, 15561, 
15640, Constant_NameAndType, WMCNAMM, 2.0, 15561, 
15640, Constant_NameAndType, WMC, 2.0, 15561, 
15640, Constant_NameAndType, NOA, 2.0, 15561, 
15640, Constant_NameAndType, LOCNAMM, 12.0, 15561, 
15640, Constant_NameAndType, AMWNAMM, 1.0, 15561, 
15640, Constant_NameAndType, RFC, 3.0, 15561, 
15640, Constant_NameAndType, NOII, 0.0, 15561, 
15640, Constant_NameAndType, AMW, 1.0, 15561, 
15640, Constant_NameAndType, TCC, 1.0, 15561, 
15640, Constant_NameAndType, ATFD, 0.0, 15561, 
15640, Constant_NameAndType, FANOUT, 0.0, 15561, 
15640, Constant_NameAndType, NOCS, 0.0, 15561, 
15640, Constant_NameAndType, NIM, 0.0, 15561, 
15640, Constant_NameAndType, LCOM5, 1.0, 15561, 
15640, Constant_NameAndType, NOAM, 0.0, 15561, 
15640, Constant_NameAndType, CBO, 2.0, 15561, 
15640, Constant_NameAndType, WOC, 0.5, 15561, 
15640, Constant_NameAndType, DIT, 2.0, 15561, 
15640, Constant_NameAndType, NOPA, 2.0, 15561, 
15640, Constant_NameAndType, NOC, 0.0, 15561, 
15640, Constant_NameAndType, CFNAMM, 5.0, 15561, 
15640, Constant_NameAndType, NMO, 1.0, 15561, 
15644, jasml, LOC, 204.0, 15643, 
15644, jasml, NOMNAMM, 8.0, 15643, 
15644, jasml, NOM, 8.0, 15643, 
15644, jasml, WMCNAMM, 49.0, 15643, 
15644, jasml, WMC, 49.0, 15643, 
15644, jasml, NOA, 9.0, 15643, 
15644, jasml, LOCNAMM, 204.0, 15643, 
15644, jasml, AMWNAMM, 6.125, 15643, 
15644, jasml, RFC, 18.0, 15643, 
15644, jasml, NOII, 0.0, 15643, 
15644, jasml, AMW, 6.125, 15643, 
15644, jasml, TCC, 1.0, 15643, 
15644, jasml, ATFD, 0.0, 15643, 
15644, jasml, FANOUT, 6.0, 15643, 
15644, jasml, NOCS, 0.0, 15643, 
15644, jasml, NIM, 0.0, 15643, 
15644, jasml, LCOM5, 0.857142857142857, 15643, 
15644, jasml, NOAM, 0.0, 15643, 
15644, jasml, CBO, 7.0, 15643, 
15644, jasml, WOC, 0.111111111111111, 15643, 
15644, jasml, DIT, 1.0, 15643, 
15644, jasml, NOPA, 8.0, 15643, 
15644, jasml, NOC, 0.0, 15643, 
15644, jasml, CFNAMM, 90.0, 15643, 
15644, jasml, NMO, 0.0, 15643, 
15654, SourceCodeParser, LOC, 1371.0, 15653, 
15654, SourceCodeParser, NOMNAMM, 29.0, 15653, 
15654, SourceCodeParser, NOM, 29.0, 15653, 
15654, SourceCodeParser, WMCNAMM, 328.0, 15653, 
15654, SourceCodeParser, WMC, 328.0, 15653, 
15654, SourceCodeParser, NOA, 4.0, 15653, 
15654, SourceCodeParser, LOCNAMM, 1371.0, 15653, 
15654, SourceCodeParser, AMWNAMM, 11.3103448275862, 15653, 
15654, SourceCodeParser, RFC, 87.0, 15653, 
15654, SourceCodeParser, NOII, 1.0, 15653, 
15654, SourceCodeParser, AMW, 11.3103448275862, 15653, 
15654, SourceCodeParser, TCC, 0.0, 15653, 
15654, SourceCodeParser, ATFD, 106.0, 15653, 
15654, SourceCodeParser, FANOUT, 25.0, 15653, 
15654, SourceCodeParser, NOCS, 2.0, 15653, 
15654, SourceCodeParser, NIM, 0.0, 15653, 
15654, SourceCodeParser, LCOM5, 0.723214285714286, 15653, 
15654, SourceCodeParser, NOAM, 0.0, 15653, 
15654, SourceCodeParser, CBO, 27.0, 15653, 
15654, SourceCodeParser, WOC, 1.0, 15653, 
15654, SourceCodeParser, DIT, 1.0, 15653, 
15654, SourceCodeParser, NOPA, 0.0, 15653, 
15654, SourceCodeParser, NOC, 0.0, 15653, 
15654, SourceCodeParser, CFNAMM, 4344.0, 15653, 
15654, SourceCodeParser, NMO, 0.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, LOC, 14.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, NOMNAMM, 2.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, NOM, 2.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, WMCNAMM, 2.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, WMC, 2.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, NOA, 1.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, LOCNAMM, 14.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, AMWNAMM, 1.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, RFC, 3.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, NOII, 0.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, AMW, 1.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, TCC, 1.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, ATFD, 0.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, FANOUT, 0.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, NOCS, 0.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, NIM, 0.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, LCOM5, 2.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, NOAM, 0.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, CBO, 1.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, WOC, 0.666666666666667, 15653, 
15684, SourceCodeParser.OpcodeWrapper, DIT, 2.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, NOPA, 1.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, NOC, 0.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, CFNAMM, 3.0, 15653, 
15684, SourceCodeParser.OpcodeWrapper, NMO, 0.0, 15653, 
15687, Scannable, LOC, 55.0, 15653, 
15687, Scannable, NOMNAMM, 0.0, 15653, 
15687, Scannable, NOM, 0.0, 15653, 
15687, Scannable, WMCNAMM, 0.0, 15653, 
15687, Scannable, WMC, 0.0, 15653, 
15687, Scannable, NOA, 27.0, 15653, 
15687, Scannable, LOCNAMM, 55.0, 15653, 
15687, Scannable, AMWNAMM, 0.0, 15653, 
15687, Scannable, RFC, 0.0, 15653, 
15687, Scannable, NOII, 0.0, 15653, 
15687, Scannable, AMW, 0.0, 15653, 
15687, Scannable, TCC, 1.0, 15653, 
15687, Scannable, ATFD, 0.0, 15653, 
15687, Scannable, FANOUT, 0.0, 15653, 
15687, Scannable, NOCS, 0.0, 15653, 
15687, Scannable, LCOM5, 0.0, 15653, 
15687, Scannable, NOAM, 0.0, 15653, 
15687, Scannable, CBO, 0.0, 15653, 
15687, Scannable, WOC, 0.0, 15653, 
15687, Scannable, NOPA, 27.0, 15653, 
15687, Scannable, NOC, 0.0, 15653, 
15687, Scannable, CFNAMM, 0.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, LOC, 13.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, NOMNAMM, 1.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, NOM, 1.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, WMCNAMM, 1.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, WMC, 1.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, NOA, 3.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, LOCNAMM, 13.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, AMWNAMM, 1.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, RFC, 1.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, NOII, 0.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, AMW, 1.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, TCC, 1.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, ATFD, 0.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, FANOUT, 0.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, NOCS, 0.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, NIM, 0.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, LCOM5, 0.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, NOAM, 0.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, CBO, 1.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, WOC, 1.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, DIT, 1.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, NOPA, 0.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, NOC, 0.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, CFNAMM, 0.0, 15653, 
15688, SourceCodeParser.LabeledInstructions, NMO, 0.0, 15653, 
15690, GrammerException, LOC, 18.0, 15653, 
15690, GrammerException, NOMNAMM, 4.0, 15653, 
15690, GrammerException, NOM, 4.0, 15653, 
15690, GrammerException, WMCNAMM, 4.0, 15653, 
15690, GrammerException, WMC, 4.0, 15653, 
15690, GrammerException, NOA, 0.0, 15653, 
15690, GrammerException, LOCNAMM, 18.0, 15653, 
15690, GrammerException, AMWNAMM, 1.0, 15653, 
15690, GrammerException, RFC, 9.0, 15653, 
15690, GrammerException, NOII, 0.0, 15653, 
15690, GrammerException, AMW, 1.0, 15653, 
15690, GrammerException, TCC, 1.0, 15653, 
15690, GrammerException, ATFD, 0.0, 15653, 
15690, GrammerException, FANOUT, 0.0, 15653, 
15690, GrammerException, NOCS, 0.0, 15653, 
15690, GrammerException, NIM, 15.0, 15653, 
15690, GrammerException, LCOM5, 0.0, 15653, 
15690, GrammerException, NOAM, 0.0, 15653, 
15690, GrammerException, CBO, 1.0, 15653, 
15690, GrammerException, WOC, 1.0, 15653, 
15690, GrammerException, DIT, 4.0, 15653, 
15690, GrammerException, NOPA, 0.0, 15653, 
15690, GrammerException, NOC, 0.0, 15653, 
15690, GrammerException, CFNAMM, 24.0, 15653, 
15690, GrammerException, NMO, 0.0, 15653, 
15695, ParsingException, LOC, 50.0, 15653, 
15695, ParsingException, NOMNAMM, 6.0, 15653, 
15695, ParsingException, NOM, 6.0, 15653, 
15695, ParsingException, WMCNAMM, 13.0, 15653, 
15695, ParsingException, WMC, 13.0, 15653, 
