2, ExtendedComboBoxModel, NOMNAMM, 14.0, 1, 
2771, accessories.plugins.BlinkingNodeHook.TimerColorChanger$1$1, AMWNAMM, 5.0, 2545, 
2771, accessories.plugins.BlinkingNodeHook.TimerColorChanger$1$1, DIT, 1.0, 2545, 
2771, accessories.plugins.BlinkingNodeHook.TimerColorChanger$1$1, RFC, 2.0, 2545, 
2771, accessories.plugins.BlinkingNodeHook.TimerColorChanger$1$1, NOCS, 0.0, 2545, 
2771, accessories.plugins.BlinkingNodeHook.TimerColorChanger$1$1, ATFD, 2.0, 2545, 
2771, accessories.plugins.BlinkingNodeHook.TimerColorChanger$1$1, AMW, 5.0, 2545, 
2771, accessories.plugins.BlinkingNodeHook.TimerColorChanger$1$1, LCOM5, 0.0, 2545, 
2771, accessories.plugins.BlinkingNodeHook.TimerColorChanger$1$1, NOAM, 0.0, 2545, 
2771, accessories.plugins.BlinkingNodeHook.TimerColorChanger$1$1, NOPA, 0.0, 2545, 
2771, accessories.plugins.BlinkingNodeHook.TimerColorChanger$1$1, NMO, 0.0, 2545, 
2771, accessories.plugins.BlinkingNodeHook.TimerColorChanger$1$1, NIM, 0.0, 2545, 
2774, ImportMindmanagerFiles, NOMNAMM, 4.0, 2545, 
2774, ImportMindmanagerFiles, NOM, 4.0, 2545, 
2774, ImportMindmanagerFiles, LOC, 93.0, 2545, 
2774, ImportMindmanagerFiles, WMCNAMM, 14.0, 2545, 
2774, ImportMindmanagerFiles, WMC, 14.0, 2545, 
2774, ImportMindmanagerFiles, NOA, 0.0, 2545, 
2774, ImportMindmanagerFiles, CFNAMM, 87.0, 2545, 
2774, ImportMindmanagerFiles, FANOUT, 5.0, 2545, 
2774, ImportMindmanagerFiles, NOII, 0.0, 2545, 
2774, ImportMindmanagerFiles, TCC, 0.0, 2545, 
2774, ImportMindmanagerFiles, CBO, 10.0, 2545, 
2774, ImportMindmanagerFiles, LOCNAMM, 93.0, 2545, 
2774, ImportMindmanagerFiles, AMWNAMM, 3.5, 2545, 
2774, ImportMindmanagerFiles, DIT, 3.0, 2545, 
2774, ImportMindmanagerFiles, RFC, 28.0, 2545, 
2774, ImportMindmanagerFiles, NOCS, 0.0, 2545, 
2774, ImportMindmanagerFiles, WOC, 1.0, 2545, 
2774, ImportMindmanagerFiles, ATFD, 2.0, 2545, 
2774, ImportMindmanagerFiles, AMW, 3.5, 2545, 
2774, ImportMindmanagerFiles, LCOM5, 0.0, 2545, 
2774, ImportMindmanagerFiles, NOAM, 0.0, 2545, 
2774, ImportMindmanagerFiles, NOPA, 0.0, 2545, 
2774, ImportMindmanagerFiles, NMO, 1.0, 2545, 
2774, ImportMindmanagerFiles, NIM, 11.0, 2545, 
2774, ImportMindmanagerFiles, NOC, 0.0, 2545, 
2779, FormatPaste, NOMNAMM, 4.0, 2545, 
2779, FormatPaste, NOM, 4.0, 2545, 
2779, FormatPaste, LOC, 38.0, 2545, 
2779, FormatPaste, WMCNAMM, 6.0, 2545, 
2779, FormatPaste, WMC, 6.0, 2545, 
2779, FormatPaste, NOA, 1.0, 2545, 
2779, FormatPaste, CFNAMM, 55.0, 2545, 
2779, FormatPaste, FANOUT, 4.0, 2545, 
2779, FormatPaste, NOII, 0.0, 2545, 
2779, FormatPaste, TCC, 1.0, 2545, 
2779, FormatPaste, CBO, 11.0, 2545, 
2779, FormatPaste, LOCNAMM, 38.0, 2545, 
2779, FormatPaste, AMWNAMM, 1.5, 2545, 
2779, FormatPaste, DIT, 4.0, 2545, 
2779, FormatPaste, RFC, 33.0, 2545, 
2779, FormatPaste, NOCS, 0.0, 2545, 
2779, FormatPaste, WOC, 1.0, 2545, 
2779, FormatPaste, ATFD, 0.0, 2545, 
2779, FormatPaste, AMW, 1.5, 2545, 
2779, FormatPaste, LCOM5, 0.666666666666667, 2545, 
2779, FormatPaste, NOAM, 0.0, 2545, 
2779, FormatPaste, NOPA, 0.0, 2545, 
2779, FormatPaste, NMO, 1.0, 2545, 
2779, FormatPaste, NIM, 18.0, 2545, 
2779, FormatPaste, NOC, 0.0, 2545, 
2784, SortNodes, NOMNAMM, 2.0, 2545, 
2784, SortNodes, NOM, 2.0, 2545, 
2784, SortNodes, LOC, 46.0, 2545, 
2784, SortNodes, WMCNAMM, 3.0, 2545, 
2784, SortNodes, WMC, 3.0, 2545, 
2784, SortNodes, NOA, 0.0, 2545, 
2784, SortNodes, CFNAMM, 24.0, 2545, 
2784, SortNodes, FANOUT, 3.0, 2545, 
2784, SortNodes, NOII, 0.0, 2545, 
2784, SortNodes, TCC, 1.0, 2545, 
2784, SortNodes, CBO, 8.0, 2545, 
2784, SortNodes, LOCNAMM, 46.0, 2545, 
2784, SortNodes, AMWNAMM, 1.5, 2545, 
2784, SortNodes, DIT, 4.0, 2545, 
2784, SortNodes, RFC, 30.0, 2545, 
2784, SortNodes, NOCS, 1.0, 2545, 
2784, SortNodes, WOC, 1.0, 2545, 
2784, SortNodes, ATFD, 0.0, 2545, 
2784, SortNodes, AMW, 1.5, 2545, 
2784, SortNodes, LCOM5, 0.0, 2545, 
2784, SortNodes, NOAM, 0.0, 2545, 
2784, SortNodes, NOPA, 0.0, 2545, 
2784, SortNodes, NMO, 1.0, 2545, 
2784, SortNodes, NIM, 18.0, 2545, 
2784, SortNodes, NOC, 0.0, 2545, 
2787, RemoveNote, NOMNAMM, 3.0, 2545, 
2787, RemoveNote, NOM, 3.0, 2545, 
2787, RemoveNote, LOC, 73.0, 2545, 
2787, RemoveNote, WMCNAMM, 7.0, 2545, 
2787, RemoveNote, WMC, 7.0, 2545, 
2787, RemoveNote, NOA, 0.0, 2545, 
2787, RemoveNote, CFNAMM, 76.0, 2545, 
2787, RemoveNote, FANOUT, 7.0, 2545, 
2787, RemoveNote, NOII, 0.0, 2545, 
2787, RemoveNote, TCC, 1.0, 2545, 
2787, RemoveNote, CBO, 14.0, 2545, 
2787, RemoveNote, LOCNAMM, 73.0, 2545, 
2787, RemoveNote, AMWNAMM, 2.33333333333333, 2545, 
2787, RemoveNote, DIT, 4.0, 2545, 
2787, RemoveNote, RFC, 41.0, 2545, 
2787, RemoveNote, NOCS, 1.0, 2545, 
2787, RemoveNote, WOC, 1.0, 2545, 
2787, RemoveNote, ATFD, 6.0, 2545, 
2787, RemoveNote, AMW, 2.33333333333333, 2545, 
2787, RemoveNote, LCOM5, 0.0, 2545, 
2787, RemoveNote, NOAM, 0.0, 2545, 
2787, RemoveNote, NOPA, 0.0, 2545, 
2787, RemoveNote, NMO, 1.0, 2545, 
2787, RemoveNote, NIM, 18.0, 2545, 
2787, RemoveNote, NOC, 0.0, 2545, 
2791, SortNodes.NodeTextComparator, NOMNAMM, 1.0, 2545, 
2791, SortNodes.NodeTextComparator, NOM, 1.0, 2545, 
2791, SortNodes.NodeTextComparator, LOC, 14.0, 2545, 
2791, SortNodes.NodeTextComparator, WMCNAMM, 3.0, 2545, 
2791, SortNodes.NodeTextComparator, WMC, 3.0, 2545, 
2791, SortNodes.NodeTextComparator, NOA, 0.0, 2545, 
2791, SortNodes.NodeTextComparator, CFNAMM, 4.0, 2545, 
2791, SortNodes.NodeTextComparator, FANOUT, 1.0, 2545, 
2791, SortNodes.NodeTextComparator, NOII, 1.0, 2545, 
2791, SortNodes.NodeTextComparator, TCC, 1.0, 2545, 
2791, SortNodes.NodeTextComparator, CBO, 1.0, 2545, 
2791, SortNodes.NodeTextComparator, LOCNAMM, 14.0, 2545, 
2791, SortNodes.NodeTextComparator, AMWNAMM, 3.0, 2545, 
2791, SortNodes.NodeTextComparator, DIT, 1.0, 2545, 
2791, SortNodes.NodeTextComparator, RFC, 2.0, 2545, 
2791, SortNodes.NodeTextComparator, NOCS, 0.0, 2545, 
2791, SortNodes.NodeTextComparator, WOC, 1.0, 2545, 
2791, SortNodes.NodeTextComparator, ATFD, 0.0, 2545, 
2791, SortNodes.NodeTextComparator, AMW, 3.0, 2545, 
2791, SortNodes.NodeTextComparator, LCOM5, 0.0, 2545, 
2791, SortNodes.NodeTextComparator, NOAM, 0.0, 2545, 
2791, SortNodes.NodeTextComparator, NOPA, 0.0, 2545, 
2791, SortNodes.NodeTextComparator, NMO, 0.0, 2545, 
2791, SortNodes.NodeTextComparator, NIM, 0.0, 2545, 
2791, SortNodes.NodeTextComparator, NOC, 0.0, 2545, 
2794, RemoveNote.Registration, NOMNAMM, 4.0, 2545, 
2794, RemoveNote.Registration, NOM, 4.0, 2545, 
2794, RemoveNote.Registration, LOC, 36.0, 2545, 
2794, RemoveNote.Registration, WMCNAMM, 7.0, 2545, 
2794, RemoveNote.Registration, WMC, 7.0, 2545, 
2794, RemoveNote.Registration, NOA, 3.0, 2545, 
2794, RemoveNote.Registration, CFNAMM, 28.0, 2545, 
2794, RemoveNote.Registration, FANOUT, 4.0, 2545, 
2794, RemoveNote.Registration, NOII, 2.0, 2545, 
2794, RemoveNote.Registration, TCC, 0.0, 2545, 
2794, RemoveNote.Registration, CBO, 6.0, 2545, 
2794, RemoveNote.Registration, LOCNAMM, 36.0, 2545, 
2794, RemoveNote.Registration, AMWNAMM, 1.75, 2545, 
2794, RemoveNote.Registration, DIT, 1.0, 2545, 
2794, RemoveNote.Registration, RFC, 8.0, 2545, 
2794, RemoveNote.Registration, NOCS, 0.0, 2545, 
2794, RemoveNote.Registration, WOC, 1.0, 2545, 
2794, RemoveNote.Registration, ATFD, 0.0, 2545, 
2794, RemoveNote.Registration, AMW, 1.75, 2545, 
2794, RemoveNote.Registration, LCOM5, 1.22222222222222, 2545, 
2794, RemoveNote.Registration, NOAM, 0.0, 2545, 
2794, RemoveNote.Registration, NOPA, 0.0, 2545, 
2794, RemoveNote.Registration, NMO, 0.0, 2545, 
2794, RemoveNote.Registration, NIM, 0.0, 2545, 
2794, RemoveNote.Registration, NOC, 0.0, 2545, 
2799, IconSelectionPlugin, NOMNAMM, 2.0, 2545, 
2799, IconSelectionPlugin, NOM, 2.0, 2545, 
2799, IconSelectionPlugin, LOC, 52.0, 2545, 
2799, IconSelectionPlugin, WMCNAMM, 3.0, 2545, 
2799, IconSelectionPlugin, WMC, 3.0, 2545, 
2799, IconSelectionPlugin, NOA, 1.0, 2545, 
2799, IconSelectionPlugin, CFNAMM, 36.0, 2545, 
2799, IconSelectionPlugin, FANOUT, 6.0, 2545, 
2799, IconSelectionPlugin, NOII, 0.0, 2545, 
2799, IconSelectionPlugin, TCC, 1.0, 2545, 
2799, IconSelectionPlugin, CBO, 17.0, 2545, 
2799, IconSelectionPlugin, LOCNAMM, 52.0, 2545, 
2799, IconSelectionPlugin, AMWNAMM, 1.5, 2545, 
2799, IconSelectionPlugin, DIT, 4.0, 2545, 
2799, IconSelectionPlugin, RFC, 34.0, 2545, 
2799, IconSelectionPlugin, NOCS, 0.0, 2545, 
2799, IconSelectionPlugin, WOC, 1.0, 2545, 
2799, IconSelectionPlugin, ATFD, 4.0, 2545, 
2799, IconSelectionPlugin, AMW, 1.5, 2545, 
2799, IconSelectionPlugin, LCOM5, 2.0, 2545, 
2799, IconSelectionPlugin, NOAM, 0.0, 2545, 
2799, IconSelectionPlugin, NOPA, 0.0, 2545, 
2799, IconSelectionPlugin, NMO, 1.0, 2545, 
2799, IconSelectionPlugin, NIM, 18.0, 2545, 
2799, IconSelectionPlugin, NOC, 0.0, 2545, 
2802, NewParentNode, NOMNAMM, 4.0, 2545, 
2802, NewParentNode, NOM, 4.0, 2545, 
2802, NewParentNode, LOC, 115.0, 2545, 
2802, NewParentNode, WMCNAMM, 14.0, 2545, 
2802, NewParentNode, WMC, 14.0, 2545, 
2802, NewParentNode, NOA, 0.0, 2545, 
2802, NewParentNode, CFNAMM, 193.0, 2545, 
2802, NewParentNode, FANOUT, 6.0, 2545, 
2802, NewParentNode, NOII, 0.0, 2545, 
2802, NewParentNode, TCC, 1.0, 2545, 
2802, NewParentNode, CBO, 12.0, 2545, 
2802, NewParentNode, LOCNAMM, 115.0, 2545, 
2802, NewParentNode, AMWNAMM, 3.5, 2545, 
2802, NewParentNode, DIT, 4.0, 2545, 
2802, NewParentNode, RFC, 48.0, 2545, 
2802, NewParentNode, NOCS, 0.0, 2545, 
2802, NewParentNode, WOC, 1.0, 2545, 
2802, NewParentNode, ATFD, 0.0, 2545, 
2802, NewParentNode, AMW, 3.5, 2545, 
2802, NewParentNode, LCOM5, 0.0, 2545, 
2802, NewParentNode, NOAM, 0.0, 2545, 
2802, NewParentNode, NOPA, 0.0, 2545, 
2802, NewParentNode, NMO, 1.0, 2545, 
2802, NewParentNode, NIM, 18.0, 2545, 
2802, NewParentNode, NOC, 0.0, 2545, 
2807, HierarchicalIcons, NOMNAMM, 11.0, 2545, 
2807, HierarchicalIcons, NOM, 13.0, 2545, 
2807, HierarchicalIcons, LOC, 185.0, 2545, 
2807, HierarchicalIcons, WMCNAMM, 20.0, 2545, 
2807, HierarchicalIcons, WMC, 30.0, 2545, 
2807, HierarchicalIcons, NOA, 1.0, 2545, 
2807, HierarchicalIcons, CFNAMM, 532.0, 2545, 
2807, HierarchicalIcons, FANOUT, 4.0, 2545, 
2807, HierarchicalIcons, NOII, 1.0, 2545, 
2807, HierarchicalIcons, TCC, 0.0, 2545, 
2807, HierarchicalIcons, CBO, 16.0, 2545, 
2807, HierarchicalIcons, LOCNAMM, 127.0, 2545, 
2807, HierarchicalIcons, AMWNAMM, 1.81818181818182, 2545, 
2807, HierarchicalIcons, DIT, 5.0, 2545, 
2807, HierarchicalIcons, RFC, 77.0, 2545, 
2807, HierarchicalIcons, NOCS, 0.0, 2545, 
2807, HierarchicalIcons, WOC, 1.0, 2545, 
2807, HierarchicalIcons, ATFD, 2.0, 2545, 
2807, HierarchicalIcons, AMW, 2.30769230769231, 2545, 
2807, HierarchicalIcons, LCOM5, 1.0, 2545, 
2807, HierarchicalIcons, NOAM, 2.0, 2545, 
2807, HierarchicalIcons, NOPA, 0.0, 2545, 
2807, HierarchicalIcons, NMO, 6.0, 2545, 
2807, HierarchicalIcons, NIM, 31.0, 2545, 
2807, HierarchicalIcons, NOC, 0.0, 2545, 
2821, SaveAll, NOMNAMM, 3.0, 2545, 
2821, SaveAll, NOM, 3.0, 2545, 
2821, SaveAll, LOC, 42.0, 2545, 
2821, SaveAll, WMCNAMM, 5.0, 2545, 
2821, SaveAll, WMC, 5.0, 2545, 
2821, SaveAll, NOA, 0.0, 2545, 
2821, SaveAll, CFNAMM, 67.0, 2545, 
2821, SaveAll, FANOUT, 5.0, 2545, 
2821, SaveAll, NOII, 0.0, 2545, 
2821, SaveAll, TCC, 1.0, 2545, 
2821, SaveAll, CBO, 8.0, 2545, 
2821, SaveAll, LOCNAMM, 42.0, 2545, 
2821, SaveAll, AMWNAMM, 1.66666666666667, 2545, 
2821, SaveAll, DIT, 3.0, 2545, 
2821, SaveAll, RFC, 29.0, 2545, 
2821, SaveAll, NOCS, 0.0, 2545, 
2821, SaveAll, WOC, 1.0, 2545, 
2821, SaveAll, ATFD, 2.0, 2545, 
2821, SaveAll, AMW, 1.66666666666667, 2545, 
2821, SaveAll, LCOM5, 0.0, 2545, 
2821, SaveAll, NOAM, 0.0, 2545, 
2821, SaveAll, NOPA, 0.0, 2545, 
2821, SaveAll, NMO, 1.0, 2545, 
2821, SaveAll, NIM, 11.0, 2545, 
2821, SaveAll, NOC, 0.0, 2545, 
2825, ExportWithXSLT, NOMNAMM, 15.0, 2545, 
2825, ExportWithXSLT, NOM, 16.0, 2545, 
2825, ExportWithXSLT, LOC, 283.0, 2545, 
2825, ExportWithXSLT, WMCNAMM, 47.0, 2545, 
2825, ExportWithXSLT, WMC, 48.0, 2545, 
2825, ExportWithXSLT, NOA, 2.0, 2545, 
2825, ExportWithXSLT, CFNAMM, 985.0, 2545, 
2825, ExportWithXSLT, FANOUT, 9.0, 2545, 
2825, ExportWithXSLT, NOII, 0.0, 2545, 
2825, ExportWithXSLT, TCC, 0.1, 2545, 
2825, ExportWithXSLT, CBO, 13.0, 2545, 
2825, ExportWithXSLT, LOCNAMM, 270.0, 2545, 
2825, ExportWithXSLT, AMWNAMM, 3.13333333333333, 2545, 
2825, ExportWithXSLT, DIT, 4.0, 2545, 
2825, ExportWithXSLT, RFC, 70.0, 2545, 
2825, ExportWithXSLT, NOCS, 1.0, 2545, 
2825, ExportWithXSLT, WOC, 1.0, 2545, 
2825, ExportWithXSLT, ATFD, 2.0, 2545, 
2825, ExportWithXSLT, AMW, 3.0, 2545, 
2825, ExportWithXSLT, LCOM5, 0.966666666666667, 2545, 
2825, ExportWithXSLT, NOAM, 1.0, 2545, 
2825, ExportWithXSLT, NOPA, 0.0, 2545, 
2825, ExportWithXSLT, NMO, 1.0, 2545, 
2825, ExportWithXSLT, NIM, 16.0, 2545, 
2825, ExportWithXSLT, NOC, 0.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, NOMNAMM, 1.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, NOM, 1.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, LOC, 5.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, WMCNAMM, 1.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, WMC, 1.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, NOA, 0.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, CFNAMM, 0.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, FANOUT, 0.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, NOII, 1.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, TCC, 1.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, CBO, 0.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, LOCNAMM, 5.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, AMWNAMM, 1.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, DIT, 1.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, RFC, 1.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, NOCS, 0.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, ATFD, 0.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, AMW, 1.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, LCOM5, 0.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, NOAM, 0.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, NOPA, 0.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, NMO, 0.0, 2545, 
2842, accessories.plugins.ExportWithXSLT$1, NIM, 0.0, 2545, 
2845, SplitNode, NOMNAMM, 5.0, 2545, 
2845, SplitNode, NOM, 5.0, 2545, 
2845, SplitNode, LOC, 118.0, 2545, 
2845, SplitNode, WMCNAMM, 23.0, 2545, 
2845, SplitNode, WMC, 23.0, 2545, 
2845, SplitNode, NOA, 0.0, 2545, 
2845, SplitNode, CFNAMM, 126.0, 2545, 
2845, SplitNode, FANOUT, 6.0, 2545, 
2845, SplitNode, NOII, 0.0, 2545, 
2845, SplitNode, TCC, 1.0, 2545, 
2845, SplitNode, CBO, 12.0, 2545, 
2845, SplitNode, LOCNAMM, 118.0, 2545, 
2845, SplitNode, AMWNAMM, 4.6, 2545, 
2845, SplitNode, DIT, 4.0, 2545, 
2845, SplitNode, RFC, 46.0, 2545, 
2845, SplitNode, NOCS, 1.0, 2545, 
2845, SplitNode, WOC, 1.0, 2545, 
2845, SplitNode, ATFD, 2.0, 2545, 
2845, SplitNode, AMW, 4.6, 2545, 
2845, SplitNode, LCOM5, 0.0, 2545, 
2845, SplitNode, NOAM, 0.0, 2545, 
2845, SplitNode, NOPA, 0.0, 2545, 
2845, SplitNode, NMO, 1.0, 2545, 
2845, SplitNode, NIM, 18.0, 2545, 
2845, SplitNode, NOC, 0.0, 2545, 
2851, accessories.plugins.SplitNode$1, NOMNAMM, 1.0, 2545, 
2851, accessories.plugins.SplitNode$1, NOM, 1.0, 2545, 
2851, accessories.plugins.SplitNode$1, LOC, 6.0, 2545, 
2851, accessories.plugins.SplitNode$1, WMCNAMM, 1.0, 2545, 
2851, accessories.plugins.SplitNode$1, WMC, 1.0, 2545, 
2851, accessories.plugins.SplitNode$1, NOA, 0.0, 2545, 
2851, accessories.plugins.SplitNode$1, CFNAMM, 12.0, 2545, 
2851, accessories.plugins.SplitNode$1, FANOUT, 2.0, 2545, 
2851, accessories.plugins.SplitNode$1, NOII, 1.0, 2545, 
2851, accessories.plugins.SplitNode$1, TCC, 1.0, 2545, 
2851, accessories.plugins.SplitNode$1, CBO, 5.0, 2545, 
2851, accessories.plugins.SplitNode$1, LOCNAMM, 6.0, 2545, 
2851, accessories.plugins.SplitNode$1, AMWNAMM, 1.0, 2545, 
2851, accessories.plugins.SplitNode$1, DIT, 1.0, 2545, 
2851, accessories.plugins.SplitNode$1, RFC, 4.0, 2545, 
2851, accessories.plugins.SplitNode$1, NOCS, 0.0, 2545, 
2851, accessories.plugins.SplitNode$1, ATFD, 0.0, 2545, 
2851, accessories.plugins.SplitNode$1, AMW, 1.0, 2545, 
2851, accessories.plugins.SplitNode$1, LCOM5, 0.0, 2545, 
2851, accessories.plugins.SplitNode$1, NOAM, 0.0, 2545, 
2851, accessories.plugins.SplitNode$1, NOPA, 0.0, 2545, 
2851, accessories.plugins.SplitNode$1, NMO, 0.0, 2545, 
2851, accessories.plugins.SplitNode$1, NIM, 0.0, 2545, 
2854, FormularEditor, NOMNAMM, 7.0, 2545, 
2854, FormularEditor, NOM, 7.0, 2545, 
2854, FormularEditor, LOC, 338.0, 2545, 
2854, FormularEditor, WMCNAMM, 17.0, 2545, 
2854, FormularEditor, WMC, 17.0, 2545, 
2854, FormularEditor, NOA, 3.0, 2545, 
2854, FormularEditor, CFNAMM, 196.0, 2545, 
2854, FormularEditor, FANOUT, 7.0, 2545, 
2854, FormularEditor, NOII, 0.0, 2545, 
2854, FormularEditor, TCC, 0.3, 2545, 
2854, FormularEditor, CBO, 13.0, 2545, 
2854, FormularEditor, LOCNAMM, 338.0, 2545, 
2854, FormularEditor, AMWNAMM, 2.42857142857143, 2545, 
2854, FormularEditor, DIT, 5.0, 2545, 
2854, FormularEditor, RFC, 68.0, 2545, 
2854, FormularEditor, NOCS, 4.0, 2545, 
2854, FormularEditor, WOC, 1.0, 2545, 
2854, FormularEditor, ATFD, 1.0, 2545, 
2854, FormularEditor, AMW, 2.42857142857143, 2545, 
2854, FormularEditor, LCOM5, 0.833333333333333, 2545, 
2854, FormularEditor, NOAM, 0.0, 2545, 
2854, FormularEditor, NOPA, 0.0, 2545, 
2854, FormularEditor, NMO, 5.0, 2545, 
2854, FormularEditor, NIM, 32.0, 2545, 
2854, FormularEditor, NOC, 0.0, 2545, 
2862, FormularEditor.FormularEntity, NOMNAMM, 4.0, 2545, 
2862, FormularEditor.FormularEntity, NOM, 11.0, 2545, 
2862, FormularEditor.FormularEntity, LOC, 85.0, 2545, 
2862, FormularEditor.FormularEntity, WMCNAMM, 6.0, 2545, 
2862, FormularEditor.FormularEntity, WMC, 13.0, 2545, 
2862, FormularEditor.FormularEntity, NOA, 4.0, 2545, 
2862, FormularEditor.FormularEntity, CFNAMM, 8.0, 2545, 
2862, FormularEditor.FormularEntity, FANOUT, 1.0, 2545, 
2862, FormularEditor.FormularEntity, NOII, 0.0, 2545, 
2862, FormularEditor.FormularEntity, TCC, 0.0714285714285714, 2545, 
2862, FormularEditor.FormularEntity, CBO, 2.0, 2545, 
2862, FormularEditor.FormularEntity, LOCNAMM, 41.0, 2545, 
2862, FormularEditor.FormularEntity, AMWNAMM, 1.5, 2545, 
2862, FormularEditor.FormularEntity, DIT, 1.0, 2545, 
2862, FormularEditor.FormularEntity, RFC, 13.0, 2545, 
2862, FormularEditor.FormularEntity, NOCS, 0.0, 2545, 
2862, FormularEditor.FormularEntity, ATFD, 3.0, 2545, 
2862, FormularEditor.FormularEntity, AMW, 1.18181818181818, 2545, 
2862, FormularEditor.FormularEntity, LCOM5, 0.925, 2545, 
2862, FormularEditor.FormularEntity, NOAM, 7.0, 2545, 
2862, FormularEditor.FormularEntity, NOPA, 0.0, 2545, 
2862, FormularEditor.FormularEntity, NOC, 3.0, 2545, 
2874, FormularEditor.StringEntity, NOMNAMM, 2.0, 2545, 
2874, FormularEditor.StringEntity, NOM, 2.0, 2545, 
2874, FormularEditor.StringEntity, LOC, 40.0, 2545, 
2874, FormularEditor.StringEntity, WMCNAMM, 2.0, 2545, 
2874, FormularEditor.StringEntity, WMC, 2.0, 2545, 
2874, FormularEditor.StringEntity, NOA, 0.0, 2545, 
2874, FormularEditor.StringEntity, CFNAMM, 14.0, 2545, 
2874, FormularEditor.StringEntity, FANOUT, 1.0, 2545, 
2874, FormularEditor.StringEntity, NOII, 0.0, 2545, 
2874, FormularEditor.StringEntity, TCC, 1.0, 2545, 
2874, FormularEditor.StringEntity, CBO, 3.0, 2545, 
2874, FormularEditor.StringEntity, LOCNAMM, 40.0, 2545, 
2874, FormularEditor.StringEntity, AMWNAMM, 1.0, 2545, 
2874, FormularEditor.StringEntity, DIT, 2.0, 2545, 
2874, FormularEditor.StringEntity, RFC, 13.0, 2545, 
2874, FormularEditor.StringEntity, NOCS, 1.0, 2545, 
2874, FormularEditor.StringEntity, WOC, 1.0, 2545, 
2874, FormularEditor.StringEntity, ATFD, 0.0, 2545, 
2874, FormularEditor.StringEntity, AMW, 1.0, 2545, 
2874, FormularEditor.StringEntity, LCOM5, 0.0, 2545, 
2874, FormularEditor.StringEntity, NOAM, 0.0, 2545, 
2874, FormularEditor.StringEntity, NOPA, 0.0, 2545, 
2874, FormularEditor.StringEntity, NMO, 1.0, 2545, 
2874, FormularEditor.StringEntity, NIM, 7.0, 2545, 
2874, FormularEditor.StringEntity, NOC, 0.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, NOMNAMM, 3.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, NOM, 3.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, LOC, 19.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, WMCNAMM, 4.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, WMC, 4.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, NOA, 0.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, CFNAMM, 12.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, FANOUT, 3.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, NOII, 1.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, TCC, 0.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, CBO, 3.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, LOCNAMM, 19.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, AMWNAMM, 1.33333333333333, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, DIT, 1.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, RFC, 8.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, NOCS, 0.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, ATFD, 2.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, AMW, 1.33333333333333, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, LCOM5, 0.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, NOAM, 0.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, NOPA, 0.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, NMO, 0.0, 2545, 
2877, accessories.plugins.FormularEditor.StringEntity$1, NIM, 0.0, 2545, 
