2, MindMapMock, LOC, 139.0, 1, 
633, StructuredMenuHolder.PrintMenuAdder, CFNAMM, 18.0, 594, 
633, StructuredMenuHolder.PrintMenuAdder, NMO, 0.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, LOC, 5.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, NOMNAMM, 1.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, NOM, 1.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, WMCNAMM, 1.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, WMC, 1.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, NOA, 0.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, LOCNAMM, 5.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, AMWNAMM, 1.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, RFC, 3.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, NOII, 1.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, AMW, 1.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, TCC, 1.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, ATFD, 2.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, FANOUT, 2.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, NOCS, 0.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, NIM, 0.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, LCOM5, 0.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, NOAM, 0.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, CBO, 4.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, DIT, 1.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, NOPA, 0.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, CFNAMM, 4.0, 594, 
638, freemind.controller.MenuBar.MapsMenuActionListener$1, NMO, 0.0, 594, 
641, StructuredMenuHolder.MapTokenPair, LOC, 10.0, 594, 
641, StructuredMenuHolder.MapTokenPair, NOMNAMM, 1.0, 594, 
641, StructuredMenuHolder.MapTokenPair, NOM, 1.0, 594, 
641, StructuredMenuHolder.MapTokenPair, WMCNAMM, 1.0, 594, 
641, StructuredMenuHolder.MapTokenPair, WMC, 1.0, 594, 
641, StructuredMenuHolder.MapTokenPair, NOA, 3.0, 594, 
641, StructuredMenuHolder.MapTokenPair, LOCNAMM, 10.0, 594, 
641, StructuredMenuHolder.MapTokenPair, AMWNAMM, 1.0, 594, 
641, StructuredMenuHolder.MapTokenPair, RFC, 1.0, 594, 
641, StructuredMenuHolder.MapTokenPair, NOII, 0.0, 594, 
641, StructuredMenuHolder.MapTokenPair, AMW, 1.0, 594, 
641, StructuredMenuHolder.MapTokenPair, TCC, 1.0, 594, 
641, StructuredMenuHolder.MapTokenPair, ATFD, 0.0, 594, 
641, StructuredMenuHolder.MapTokenPair, FANOUT, 0.0, 594, 
641, StructuredMenuHolder.MapTokenPair, NOCS, 0.0, 594, 
641, StructuredMenuHolder.MapTokenPair, NIM, 0.0, 594, 
641, StructuredMenuHolder.MapTokenPair, LCOM5, 0.0, 594, 
641, StructuredMenuHolder.MapTokenPair, NOAM, 0.0, 594, 
641, StructuredMenuHolder.MapTokenPair, CBO, 0.0, 594, 
641, StructuredMenuHolder.MapTokenPair, WOC, 0.0, 594, 
641, StructuredMenuHolder.MapTokenPair, DIT, 1.0, 594, 
641, StructuredMenuHolder.MapTokenPair, NOPA, 0.0, 594, 
641, StructuredMenuHolder.MapTokenPair, NOC, 0.0, 594, 
641, StructuredMenuHolder.MapTokenPair, CFNAMM, 0.0, 594, 
641, StructuredMenuHolder.MapTokenPair, NMO, 0.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, LOC, 17.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, NOMNAMM, 3.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, NOM, 3.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, WMCNAMM, 3.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, WMC, 3.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, NOA, 0.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, LOCNAMM, 17.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, AMWNAMM, 1.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, RFC, 5.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, NOII, 1.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, AMW, 1.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, TCC, 0.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, ATFD, 1.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, FANOUT, 2.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, NOCS, 0.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, NIM, 0.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, LCOM5, 0.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, NOAM, 0.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, CBO, 3.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, DIT, 1.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, NOPA, 0.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, CFNAMM, 8.0, 594, 
643, freemind.controller.StructuredMenuHolder$1, NMO, 0.0, 594, 
648, MenuBar.LastOpenedActionListener, LOC, 12.0, 594, 
648, MenuBar.LastOpenedActionListener, NOMNAMM, 1.0, 594, 
648, MenuBar.LastOpenedActionListener, NOM, 1.0, 594, 
648, MenuBar.LastOpenedActionListener, WMCNAMM, 2.0, 594, 
648, MenuBar.LastOpenedActionListener, WMC, 2.0, 594, 
648, MenuBar.LastOpenedActionListener, NOA, 0.0, 594, 
648, MenuBar.LastOpenedActionListener, LOCNAMM, 12.0, 594, 
648, MenuBar.LastOpenedActionListener, AMWNAMM, 2.0, 594, 
648, MenuBar.LastOpenedActionListener, RFC, 6.0, 594, 
648, MenuBar.LastOpenedActionListener, NOII, 1.0, 594, 
648, MenuBar.LastOpenedActionListener, AMW, 2.0, 594, 
648, MenuBar.LastOpenedActionListener, TCC, 1.0, 594, 
648, MenuBar.LastOpenedActionListener, ATFD, 3.0, 594, 
648, MenuBar.LastOpenedActionListener, FANOUT, 3.0, 594, 
648, MenuBar.LastOpenedActionListener, NOCS, 0.0, 594, 
648, MenuBar.LastOpenedActionListener, NIM, 0.0, 594, 
648, MenuBar.LastOpenedActionListener, LCOM5, 0.0, 594, 
648, MenuBar.LastOpenedActionListener, NOAM, 0.0, 594, 
648, MenuBar.LastOpenedActionListener, CBO, 4.0, 594, 
648, MenuBar.LastOpenedActionListener, WOC, 1.0, 594, 
648, MenuBar.LastOpenedActionListener, DIT, 1.0, 594, 
648, MenuBar.LastOpenedActionListener, NOPA, 0.0, 594, 
648, MenuBar.LastOpenedActionListener, NOC, 0.0, 594, 
648, MenuBar.LastOpenedActionListener, CFNAMM, 16.0, 594, 
648, MenuBar.LastOpenedActionListener, NMO, 0.0, 594, 
651, MenuBar.ModesMenuActionListener, LOC, 9.0, 594, 
651, MenuBar.ModesMenuActionListener, NOMNAMM, 1.0, 594, 
651, MenuBar.ModesMenuActionListener, NOM, 1.0, 594, 
651, MenuBar.ModesMenuActionListener, WMCNAMM, 1.0, 594, 
651, MenuBar.ModesMenuActionListener, WMC, 1.0, 594, 
651, MenuBar.ModesMenuActionListener, NOA, 0.0, 594, 
651, MenuBar.ModesMenuActionListener, LOCNAMM, 9.0, 594, 
651, MenuBar.ModesMenuActionListener, AMWNAMM, 1.0, 594, 
651, MenuBar.ModesMenuActionListener, RFC, 2.0, 594, 
651, MenuBar.ModesMenuActionListener, NOII, 1.0, 594, 
651, MenuBar.ModesMenuActionListener, AMW, 1.0, 594, 
651, MenuBar.ModesMenuActionListener, TCC, 1.0, 594, 
651, MenuBar.ModesMenuActionListener, ATFD, 0.0, 594, 
651, MenuBar.ModesMenuActionListener, FANOUT, 1.0, 594, 
651, MenuBar.ModesMenuActionListener, NOCS, 1.0, 594, 
651, MenuBar.ModesMenuActionListener, NIM, 0.0, 594, 
651, MenuBar.ModesMenuActionListener, LCOM5, 0.0, 594, 
651, MenuBar.ModesMenuActionListener, NOAM, 0.0, 594, 
651, MenuBar.ModesMenuActionListener, CBO, 0.0, 594, 
651, MenuBar.ModesMenuActionListener, WOC, 1.0, 594, 
651, MenuBar.ModesMenuActionListener, DIT, 1.0, 594, 
651, MenuBar.ModesMenuActionListener, NOPA, 0.0, 594, 
651, MenuBar.ModesMenuActionListener, NOC, 0.0, 594, 
651, MenuBar.ModesMenuActionListener, CFNAMM, 4.0, 594, 
651, MenuBar.ModesMenuActionListener, NMO, 0.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, LOC, 29.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, NOMNAMM, 3.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, NOM, 3.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, WMCNAMM, 5.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, WMC, 5.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, NOA, 1.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, LOCNAMM, 29.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, AMWNAMM, 1.66666666666667, 594, 
654, freemind.controller.StructuredMenuHolder$2, RFC, 10.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, NOII, 1.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, AMW, 1.66666666666667, 594, 
654, freemind.controller.StructuredMenuHolder$2, TCC, 0.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, ATFD, 1.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, FANOUT, 5.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, NOCS, 0.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, NIM, 0.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, LCOM5, 1.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, NOAM, 0.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, CBO, 5.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, DIT, 1.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, NOPA, 0.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, CFNAMM, 40.0, 594, 
654, freemind.controller.StructuredMenuHolder$2, NMO, 0.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, LOC, 5.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, NOMNAMM, 1.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, NOM, 1.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, WMCNAMM, 1.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, WMC, 1.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, NOA, 0.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, LOCNAMM, 5.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, AMWNAMM, 1.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, RFC, 2.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, NOII, 1.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, AMW, 1.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, TCC, 1.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, ATFD, 1.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, FANOUT, 1.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, NOCS, 0.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, NIM, 0.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, LCOM5, 0.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, NOAM, 0.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, CBO, 3.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, DIT, 1.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, NOPA, 0.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, CFNAMM, 4.0, 594, 
659, freemind.controller.MenuBar.ModesMenuActionListener$1, NMO, 0.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, LOC, 17.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, NOMNAMM, 3.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, NOM, 3.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, WMCNAMM, 3.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, WMC, 3.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, NOA, 0.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, LOCNAMM, 17.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, AMWNAMM, 1.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, RFC, 4.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, NOII, 1.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, AMW, 1.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, TCC, 0.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, ATFD, 1.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, FANOUT, 1.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, NOCS, 0.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, NIM, 0.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, LCOM5, 0.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, NOAM, 0.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, CBO, 2.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, DIT, 1.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, NOPA, 0.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, CFNAMM, 0.0, 594, 
662, freemind.controller.StructuredMenuHolder$3, NMO, 0.0, 594, 
667, StructuredMenuHolder.MenuAdder, LOC, 6.0, 594, 
667, StructuredMenuHolder.MenuAdder, NOMNAMM, 3.0, 594, 
667, StructuredMenuHolder.MenuAdder, NOM, 3.0, 594, 
667, StructuredMenuHolder.MenuAdder, WMCNAMM, 3.0, 594, 
667, StructuredMenuHolder.MenuAdder, WMC, 3.0, 594, 
667, StructuredMenuHolder.MenuAdder, NOA, 0.0, 594, 
667, StructuredMenuHolder.MenuAdder, LOCNAMM, 6.0, 594, 
667, StructuredMenuHolder.MenuAdder, AMWNAMM, 1.0, 594, 
667, StructuredMenuHolder.MenuAdder, RFC, 3.0, 594, 
667, StructuredMenuHolder.MenuAdder, NOII, 0.0, 594, 
667, StructuredMenuHolder.MenuAdder, AMW, 1.0, 594, 
667, StructuredMenuHolder.MenuAdder, TCC, 0.0, 594, 
667, StructuredMenuHolder.MenuAdder, ATFD, 0.0, 594, 
667, StructuredMenuHolder.MenuAdder, FANOUT, 0.0, 594, 
667, StructuredMenuHolder.MenuAdder, NOCS, 0.0, 594, 
667, StructuredMenuHolder.MenuAdder, LCOM5, 0.0, 594, 
667, StructuredMenuHolder.MenuAdder, NOAM, 0.0, 594, 
667, StructuredMenuHolder.MenuAdder, CBO, 1.0, 594, 
667, StructuredMenuHolder.MenuAdder, WOC, 0.0, 594, 
667, StructuredMenuHolder.MenuAdder, NOPA, 0.0, 594, 
667, StructuredMenuHolder.MenuAdder, NOC, 0.0, 594, 
667, StructuredMenuHolder.MenuAdder, CFNAMM, 0.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, LOC, 34.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, NOMNAMM, 4.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, NOM, 4.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, WMCNAMM, 5.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, WMC, 5.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, NOA, 2.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, LOCNAMM, 34.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, AMWNAMM, 1.25, 594, 
671, StructuredMenuHolder.MenuItemAdder, RFC, 10.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, NOII, 1.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, AMW, 1.25, 594, 
671, StructuredMenuHolder.MenuItemAdder, TCC, 0.333333333333333, 594, 
671, StructuredMenuHolder.MenuItemAdder, ATFD, 1.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, FANOUT, 4.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, NOCS, 0.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, NIM, 0.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, LCOM5, 0.833333333333333, 594, 
671, StructuredMenuHolder.MenuItemAdder, NOAM, 0.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, CBO, 4.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, WOC, 1.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, DIT, 1.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, NOPA, 0.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, NOC, 0.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, CFNAMM, 40.0, 594, 
671, StructuredMenuHolder.MenuItemAdder, NMO, 0.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, LOC, 3.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, NOMNAMM, 1.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, NOM, 1.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, WMCNAMM, 1.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, WMC, 1.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, NOA, 0.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, LOCNAMM, 3.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, AMWNAMM, 1.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, RFC, 1.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, NOII, 0.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, AMW, 1.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, TCC, 1.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, ATFD, 0.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, FANOUT, 0.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, NOCS, 0.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, LCOM5, 0.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, NOAM, 0.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, CBO, 1.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, WOC, 0.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, NOPA, 0.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, NOC, 0.0, 594, 
676, StructuredMenuHolder.MenuAdderCreator, CFNAMM, 0.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, LOC, 9.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, NOMNAMM, 1.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, NOM, 1.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, WMCNAMM, 1.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, WMC, 1.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, NOA, 0.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, LOCNAMM, 9.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, AMWNAMM, 1.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, RFC, 2.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, NOII, 1.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, AMW, 1.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, TCC, 1.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, ATFD, 0.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, FANOUT, 1.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, NOCS, 0.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, NIM, 0.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, LCOM5, 0.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, NOAM, 0.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, CBO, 2.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, WOC, 1.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, DIT, 1.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, NOPA, 0.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, NOC, 0.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, CFNAMM, 4.0, 594, 
678, StructuredMenuHolder.DefaultMenuAdderCreator, NMO, 0.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, LOC, 4.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, NOMNAMM, 1.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, NOM, 1.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, WMCNAMM, 1.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, WMC, 1.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, NOA, 0.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, LOCNAMM, 4.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, AMWNAMM, 1.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, RFC, 1.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, NOII, 0.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, AMW, 1.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, TCC, 1.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, ATFD, 0.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, FANOUT, 0.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, NOCS, 0.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, NIM, 0.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, LCOM5, 0.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, NOAM, 0.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, CBO, 0.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, WOC, 1.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, DIT, 1.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, NOPA, 0.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, NOC, 0.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, CFNAMM, 0.0, 594, 
681, StructuredMenuHolder.SeparatorHolder, NMO, 0.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, LOC, 9.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, NOMNAMM, 1.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, NOM, 1.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, WMCNAMM, 1.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, WMC, 1.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, NOA, 0.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, LOCNAMM, 9.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, AMWNAMM, 1.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, RFC, 2.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, NOII, 1.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, AMW, 1.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, TCC, 1.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, ATFD, 0.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, FANOUT, 1.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, NOCS, 0.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, NIM, 0.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, LCOM5, 0.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, NOAM, 0.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, CBO, 2.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, WOC, 1.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, DIT, 1.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, NOPA, 0.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, NOC, 0.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, CFNAMM, 4.0, 594, 
683, StructuredMenuHolder.PrintMenuAdderCreator, NMO, 0.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, LOC, 5.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, NOMNAMM, 2.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, NOM, 2.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, WMCNAMM, 2.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, WMC, 2.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, NOA, 0.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, LOCNAMM, 5.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, AMWNAMM, 1.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, RFC, 2.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, NOII, 0.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, AMW, 1.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, TCC, 0.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, ATFD, 0.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, FANOUT, 0.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, NOCS, 0.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, LCOM5, 0.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, NOAM, 0.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, CBO, 0.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, WOC, 0.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, NOPA, 0.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, NOC, 0.0, 594, 
686, StructuredMenuHolder.MenuEventSupplier, CFNAMM, 0.0, 594, 
689, StructuredMenuHolder.StructuredMenuListener, LOC, 54.0, 594, 
689, StructuredMenuHolder.StructuredMenuListener, NOMNAMM, 5.0, 594, 
689, StructuredMenuHolder.StructuredMenuListener, NOM, 5.0, 594, 
689, StructuredMenuHolder.StructuredMenuListener, WMCNAMM, 12.0, 594, 
689, StructuredMenuHolder.StructuredMenuListener, WMC, 12.0, 594, 
689, StructuredMenuHolder.StructuredMenuListener, NOA, 1.0, 594, 
689, StructuredMenuHolder.StructuredMenuListener, LOCNAMM, 54.0, 594, 
689, StructuredMenuHolder.StructuredMenuListener, AMWNAMM, 2.4, 594, 
