2, CompoundActionHandler, NOM, 4.0, 1, 
1884, freemind.controller.MenuBar.MapsMenuActionListener$1, ATFD, 2.0, 1781, 
1887, MenuBar.LastOpenedActionListener, NOM, 1.0, 1781, 
1887, MenuBar.LastOpenedActionListener, NOMNAMM, 1.0, 1781, 
1887, MenuBar.LastOpenedActionListener, LOC, 12.0, 1781, 
1887, MenuBar.LastOpenedActionListener, NOA, 0.0, 1781, 
1887, MenuBar.LastOpenedActionListener, WMCNAMM, 2.0, 1781, 
1887, MenuBar.LastOpenedActionListener, WMC, 2.0, 1781, 
1887, MenuBar.LastOpenedActionListener, LCOM5, 0.0, 1781, 
1887, MenuBar.LastOpenedActionListener, LOCNAMM, 12.0, 1781, 
1887, MenuBar.LastOpenedActionListener, AMWNAMM, 2.0, 1781, 
1887, MenuBar.LastOpenedActionListener, NMO, 0.0, 1781, 
1887, MenuBar.LastOpenedActionListener, NIM, 0.0, 1781, 
1887, MenuBar.LastOpenedActionListener, AMW, 2.0, 1781, 
1887, MenuBar.LastOpenedActionListener, CBO, 4.0, 1781, 
1887, MenuBar.LastOpenedActionListener, CFNAMM, 16.0, 1781, 
1887, MenuBar.LastOpenedActionListener, NOAM, 0.0, 1781, 
1887, MenuBar.LastOpenedActionListener, DIT, 1.0, 1781, 
1887, MenuBar.LastOpenedActionListener, NOII, 1.0, 1781, 
1887, MenuBar.LastOpenedActionListener, TCC, 1.0, 1781, 
1887, MenuBar.LastOpenedActionListener, WOC, 1.0, 1781, 
1887, MenuBar.LastOpenedActionListener, RFC, 6.0, 1781, 
1887, MenuBar.LastOpenedActionListener, NOC, 0.0, 1781, 
1887, MenuBar.LastOpenedActionListener, NOPA, 0.0, 1781, 
1887, MenuBar.LastOpenedActionListener, FANOUT, 3.0, 1781, 
1887, MenuBar.LastOpenedActionListener, NOCS, 0.0, 1781, 
1887, MenuBar.LastOpenedActionListener, ATFD, 3.0, 1781, 
1890, MenuBar.ModesMenuActionListener, NOM, 1.0, 1781, 
1890, MenuBar.ModesMenuActionListener, NOMNAMM, 1.0, 1781, 
1890, MenuBar.ModesMenuActionListener, LOC, 9.0, 1781, 
1890, MenuBar.ModesMenuActionListener, NOA, 0.0, 1781, 
1890, MenuBar.ModesMenuActionListener, WMCNAMM, 1.0, 1781, 
1890, MenuBar.ModesMenuActionListener, WMC, 1.0, 1781, 
1890, MenuBar.ModesMenuActionListener, LCOM5, 0.0, 1781, 
1890, MenuBar.ModesMenuActionListener, LOCNAMM, 9.0, 1781, 
1890, MenuBar.ModesMenuActionListener, AMWNAMM, 1.0, 1781, 
1890, MenuBar.ModesMenuActionListener, NMO, 0.0, 1781, 
1890, MenuBar.ModesMenuActionListener, NIM, 0.0, 1781, 
1890, MenuBar.ModesMenuActionListener, AMW, 1.0, 1781, 
1890, MenuBar.ModesMenuActionListener, CBO, 0.0, 1781, 
1890, MenuBar.ModesMenuActionListener, CFNAMM, 4.0, 1781, 
1890, MenuBar.ModesMenuActionListener, NOAM, 0.0, 1781, 
1890, MenuBar.ModesMenuActionListener, DIT, 1.0, 1781, 
1890, MenuBar.ModesMenuActionListener, NOII, 1.0, 1781, 
1890, MenuBar.ModesMenuActionListener, TCC, 1.0, 1781, 
1890, MenuBar.ModesMenuActionListener, WOC, 1.0, 1781, 
1890, MenuBar.ModesMenuActionListener, RFC, 2.0, 1781, 
1890, MenuBar.ModesMenuActionListener, NOC, 0.0, 1781, 
1890, MenuBar.ModesMenuActionListener, NOPA, 0.0, 1781, 
1890, MenuBar.ModesMenuActionListener, FANOUT, 1.0, 1781, 
1890, MenuBar.ModesMenuActionListener, NOCS, 1.0, 1781, 
1890, MenuBar.ModesMenuActionListener, ATFD, 0.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, NOM, 1.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, NOMNAMM, 1.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, LOC, 5.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, NOA, 0.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, WMCNAMM, 1.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, WMC, 1.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, LCOM5, 0.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, LOCNAMM, 5.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, AMWNAMM, 1.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, NMO, 0.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, NIM, 0.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, AMW, 1.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, CBO, 3.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, CFNAMM, 4.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, NOAM, 0.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, DIT, 1.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, NOII, 1.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, TCC, 1.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, RFC, 2.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, NOPA, 0.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, FANOUT, 1.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, NOCS, 0.0, 1781, 
1893, freemind.controller.MenuBar.ModesMenuActionListener$1, ATFD, 1.0, 1781, 
1896, FreeMindToolBar, NOM, 5.0, 1781, 
1896, FreeMindToolBar, NOMNAMM, 5.0, 1781, 
1896, FreeMindToolBar, LOC, 52.0, 1781, 
1896, FreeMindToolBar, NOA, 1.0, 1781, 
1896, FreeMindToolBar, WMCNAMM, 6.0, 1781, 
1896, FreeMindToolBar, WMC, 6.0, 1781, 
1896, FreeMindToolBar, LCOM5, 1.0, 1781, 
1896, FreeMindToolBar, LOCNAMM, 52.0, 1781, 
1896, FreeMindToolBar, AMWNAMM, 1.2, 1781, 
1896, FreeMindToolBar, NMO, 0.0, 1781, 
1896, FreeMindToolBar, NIM, 535.0, 1781, 
1896, FreeMindToolBar, AMW, 1.2, 1781, 
1896, FreeMindToolBar, CBO, 1.0, 1781, 
1896, FreeMindToolBar, CFNAMM, 4.0, 1781, 
1896, FreeMindToolBar, NOAM, 0.0, 1781, 
1896, FreeMindToolBar, DIT, 5.0, 1781, 
1896, FreeMindToolBar, NOII, 0.0, 1781, 
1896, FreeMindToolBar, TCC, 1.0, 1781, 
1896, FreeMindToolBar, WOC, 1.0, 1781, 
1896, FreeMindToolBar, RFC, 6.0, 1781, 
1896, FreeMindToolBar, NOC, 3.0, 1781, 
1896, FreeMindToolBar, NOPA, 0.0, 1781, 
1896, FreeMindToolBar, FANOUT, 1.0, 1781, 
1896, FreeMindToolBar, NOCS, 0.0, 1781, 
1896, FreeMindToolBar, ATFD, 0.0, 1781, 
1902, StructuredMenuHolder, NOM, 19.0, 1781, 
1902, StructuredMenuHolder, NOMNAMM, 19.0, 1781, 
1902, StructuredMenuHolder, LOC, 494.0, 1781, 
1902, StructuredMenuHolder, NOA, 10.0, 1781, 
1902, StructuredMenuHolder, WMCNAMM, 44.0, 1781, 
1902, StructuredMenuHolder, WMC, 44.0, 1781, 
1902, StructuredMenuHolder, LCOM5, 0.944444444444444, 1781, 
1902, StructuredMenuHolder, LOCNAMM, 494.0, 1781, 
1902, StructuredMenuHolder, AMWNAMM, 2.31578947368421, 1781, 
1902, StructuredMenuHolder, NMO, 1.0, 1781, 
1902, StructuredMenuHolder, NIM, 0.0, 1781, 
1902, StructuredMenuHolder, AMW, 2.31578947368421, 1781, 
1902, StructuredMenuHolder, CBO, 6.0, 1781, 
1902, StructuredMenuHolder, CFNAMM, 522.0, 1781, 
1902, StructuredMenuHolder, NOAM, 0.0, 1781, 
1902, StructuredMenuHolder, DIT, 1.0, 1781, 
1902, StructuredMenuHolder, NOII, 0.0, 1781, 
1902, StructuredMenuHolder, TCC, 0.272727272727273, 1781, 
1902, StructuredMenuHolder, WOC, 0.923076923076923, 1781, 
1902, StructuredMenuHolder, RFC, 41.0, 1781, 
1902, StructuredMenuHolder, NOC, 0.0, 1781, 
1902, StructuredMenuHolder, NOPA, 1.0, 1781, 
1902, StructuredMenuHolder, FANOUT, 15.0, 1781, 
1902, StructuredMenuHolder, NOCS, 13.0, 1781, 
1902, StructuredMenuHolder, ATFD, 2.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, NOM, 3.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, NOMNAMM, 3.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, LOC, 14.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, NOA, 0.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, WMCNAMM, 3.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, WMC, 3.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, LCOM5, 0.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, LOCNAMM, 14.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, AMWNAMM, 1.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, NMO, 0.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, NIM, 0.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, AMW, 1.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, CBO, 2.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, CFNAMM, 18.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, NOAM, 0.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, DIT, 1.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, NOII, 1.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, TCC, 0.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, WOC, 1.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, RFC, 5.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, NOC, 0.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, NOPA, 0.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, FANOUT, 2.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, NOCS, 0.0, 1781, 
1922, StructuredMenuHolder.PrintMenuAdder, ATFD, 1.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, NOM, 1.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, NOMNAMM, 1.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, LOC, 10.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, NOA, 3.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, WMCNAMM, 1.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, WMC, 1.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, LCOM5, 0.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, LOCNAMM, 10.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, AMWNAMM, 1.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, NMO, 0.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, NIM, 0.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, AMW, 1.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, CBO, 0.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, CFNAMM, 0.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, NOAM, 0.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, DIT, 1.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, NOII, 0.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, TCC, 1.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, WOC, 0.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, RFC, 1.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, NOC, 0.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, NOPA, 0.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, FANOUT, 0.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, NOCS, 0.0, 1781, 
1927, StructuredMenuHolder.MapTokenPair, ATFD, 0.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, NOM, 3.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, NOMNAMM, 3.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, LOC, 17.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, NOA, 0.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, WMCNAMM, 3.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, WMC, 3.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, LCOM5, 0.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, LOCNAMM, 17.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, AMWNAMM, 1.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, NMO, 0.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, NIM, 0.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, AMW, 1.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, CBO, 3.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, CFNAMM, 8.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, NOAM, 0.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, DIT, 1.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, NOII, 1.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, TCC, 0.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, RFC, 5.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, NOPA, 0.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, FANOUT, 2.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, NOCS, 0.0, 1781, 
1929, freemind.controller.StructuredMenuHolder$1, ATFD, 1.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, NOM, 3.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, NOMNAMM, 3.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, LOC, 29.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, NOA, 1.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, WMCNAMM, 5.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, WMC, 5.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, LCOM5, 1.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, LOCNAMM, 29.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, AMWNAMM, 1.66666666666667, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, NMO, 0.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, NIM, 0.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, AMW, 1.66666666666667, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, CBO, 5.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, CFNAMM, 40.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, NOAM, 0.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, DIT, 1.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, NOII, 1.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, TCC, 0.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, RFC, 10.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, NOPA, 0.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, FANOUT, 5.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, NOCS, 0.0, 1781, 
1934, freemind.controller.StructuredMenuHolder$2, ATFD, 1.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, NOM, 3.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, NOMNAMM, 3.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, LOC, 17.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, NOA, 0.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, WMCNAMM, 3.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, WMC, 3.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, LCOM5, 0.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, LOCNAMM, 17.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, AMWNAMM, 1.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, NMO, 0.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, NIM, 0.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, AMW, 1.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, CBO, 2.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, CFNAMM, 0.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, NOAM, 0.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, DIT, 1.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, NOII, 1.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, TCC, 0.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, RFC, 4.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, NOPA, 0.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, FANOUT, 1.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, NOCS, 0.0, 1781, 
1939, freemind.controller.StructuredMenuHolder$3, ATFD, 1.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, NOM, 3.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, NOMNAMM, 3.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, LOC, 6.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, NOA, 0.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, WMCNAMM, 3.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, WMC, 3.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, LCOM5, 0.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, LOCNAMM, 6.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, AMWNAMM, 1.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, AMW, 1.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, CBO, 1.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, CFNAMM, 0.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, NOAM, 0.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, NOII, 0.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, TCC, 0.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, WOC, 0.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, RFC, 3.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, NOC, 0.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, NOPA, 0.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, FANOUT, 0.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, NOCS, 0.0, 1781, 
1944, StructuredMenuHolder.MenuAdder, ATFD, 0.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, NOM, 4.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, NOMNAMM, 4.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, LOC, 34.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, NOA, 2.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, WMCNAMM, 5.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, WMC, 5.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, LCOM5, 0.833333333333333, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, LOCNAMM, 34.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, AMWNAMM, 1.25, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, NMO, 0.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, NIM, 0.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, AMW, 1.25, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, CBO, 4.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, CFNAMM, 40.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, NOAM, 0.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, DIT, 1.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, NOII, 1.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, TCC, 0.333333333333333, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, WOC, 1.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, RFC, 10.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, NOC, 0.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, NOPA, 0.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, FANOUT, 4.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, NOCS, 0.0, 1781, 
1948, StructuredMenuHolder.MenuItemAdder, ATFD, 1.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, NOM, 1.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, NOMNAMM, 1.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, LOC, 3.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, NOA, 0.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, WMCNAMM, 1.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, WMC, 1.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, LCOM5, 0.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, LOCNAMM, 3.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, AMWNAMM, 1.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, AMW, 1.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, CBO, 1.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, CFNAMM, 0.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, NOAM, 0.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, NOII, 0.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, TCC, 1.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, WOC, 0.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, RFC, 1.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, NOC, 0.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, NOPA, 0.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, FANOUT, 0.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, NOCS, 0.0, 1781, 
1953, StructuredMenuHolder.MenuAdderCreator, ATFD, 0.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, NOM, 1.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, NOMNAMM, 1.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, LOC, 9.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, NOA, 0.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, WMCNAMM, 1.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, WMC, 1.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, LCOM5, 0.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, LOCNAMM, 9.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, AMWNAMM, 1.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, NMO, 0.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, NIM, 0.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, AMW, 1.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, CBO, 2.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, CFNAMM, 4.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, NOAM, 0.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, DIT, 1.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, NOII, 1.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, TCC, 1.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, WOC, 1.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, RFC, 2.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, NOC, 0.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, NOPA, 0.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, FANOUT, 1.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, NOCS, 0.0, 1781, 
1955, StructuredMenuHolder.DefaultMenuAdderCreator, ATFD, 0.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, NOM, 1.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, NOMNAMM, 1.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, LOC, 4.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, NOA, 0.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, WMCNAMM, 1.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, WMC, 1.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, LCOM5, 0.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, LOCNAMM, 4.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, AMWNAMM, 1.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, NMO, 0.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, NIM, 0.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, AMW, 1.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, CBO, 0.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, CFNAMM, 0.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, NOAM, 0.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, DIT, 1.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, NOII, 0.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, TCC, 1.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, WOC, 1.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, RFC, 1.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, NOC, 0.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, NOPA, 0.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, FANOUT, 0.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, NOCS, 0.0, 1781, 
1958, StructuredMenuHolder.SeparatorHolder, ATFD, 0.0, 1781, 
1960, StructuredMenuHolder.PrintMenuAdderCreator, NOM, 1.0, 1781, 
1960, StructuredMenuHolder.PrintMenuAdderCreator, NOMNAMM, 1.0, 1781, 
1960, StructuredMenuHolder.PrintMenuAdderCreator, LOC, 9.0, 1781, 
